Chr	start	end	gene	depth	R-190115-979857-BLD-101100_BC_E19011812-32-DNA_F1901184313-27_L190118-00002-H6_20190121-C8_panel12_plus_P190121536-1_sample20190121-B3-A00168-log2_ND
chr2	29498243	29498385	ALK	747	-0.77700174
chr2	29519728	29519940	ALK	1308	-0.32863522
chr2	29541148	29541288	ALK	485	-1.3464198
chr2	29541938	29542095	ALK_fus	818	-0.7196073
chr2	29543593	29543802	ALK	1988	0.11829805
chr2	29551188	29551379	ALK	953	-0.60089936
chr2	29606563	29606747	ALK	1521	-0.076470484
chr2	29754748	29755008	ALK	1879	-0.16700373
chr2	29917693	29917960	ALK	1261	-0.70708085
chr2	29940408	29940600	ALK	972	-0.5248835
chr2	30142823	30143564	ALK	4527	-0.14106263
chr2	31247437	31247590	rs9679162	2204	0.76036191
chr2	31249352	31249490	rs12613732	370	-1.6208784
chr2	39536604	39536674	MONO-27	490	-0.062287262
chr2	42522529	42523298	EML4_fus	5729	0.16903053
chr2	42523299	42523617	EML4_fus	2947	0.25951471
chr2	42523639	42524361	EML4_fus	6216	0.48055736
chr2	42524369	42525025	EML4_fus	6564	0.56526278
chr2	42525029	42525829	EML4_fus	7065	0.80705434
chr2	42525844	42526575	EML4_fus	6547	0.4586426
chr2	42526644	42526754	EML4_fus	514	-0.67755791
chr2	42527109	42527190	EML4_fus	1121	0.65241761
chr2	42527194	42528136	EML4_fus	8358	0.29261302
chr2	42528144	42528491	EML4_fus	2517	0.72938382
chr2	42543089	42544023	EML4_fus	7680	0.50097645
chr2	42544044	42544602	EML4_fus	4679	0.138782
chr2	42552569	42552704	EML4_fus	492	-0.84960187
chr2	42552774	42553087	EML4_fus	1491	-0.58320541
chr2	42553089	42553151	EML4_fus	768	1.1973661
chr2	42553154	42553428	EML4_fus	1654	0.057961634
chr2	43937647	43937719	PLEKHH2	559	-0.065903354
chr2	43937737	43937811	PLEKHH2	856	1.2826202
chr2	46808260	46809066	PIGF	4147	-0.2773606
chr2	46809070	46809422	PIGF	2210	-0.27880999
chr2	46809430	46810286	PIGF	6014	0.20573213
chr2	46810295	46812901	PIGF	16384	1.0508807
chr2	46813200	46814570	PIGF	8126	0.036916065
chr2	46814595	46815044	PIGF	3516	0.87341927
chr2	46815045	46816643	PIGF	9163	0.2541334
chr2	46816650	46816962	PIGF	1958	0.15612834
chr2	46817020	46818258	PIGF	4601	-0.27849612
chr2	46818265	46818904	PIGF	2562	-0.038914657
chr2	46818910	46819225	PIGF	1970	0.020878362
chr2	46819310	46820222	PIGF	3807	-0.50966462
chr2	46820560	46821677	PIGF	7973	-0.064693193
chr2	46822190	46822298	PIGF	377	-0.19849494
chr2	46822355	46822427	PIGF	427	-0.58766982
chr2	46822580	46822656	PIGF	494	0.055340117
chr2	46822680	46822851	PIGF	1775	0.72408924
chr2	46822855	46823068	PIGF	2463	1.0091888
chr2	46823360	46823588	PIGF	1481	0.13354739
chr2	46823595	46823805	PIGF	1891	1.1660078
chr2	46823815	46824368	PIGF	7265	0.78807453
chr2	46824370	46824544	PIGF	2558	1.3457232
chr2	46824840	46825424	PIGF	8840	1.4393576
chr2	46825425	46825607	PIGF	1856	0.72970771
chr2	46825700	46825997	PIGF	1950	-0.23074408
chr2	46826005	46826184	PIGF	1366	-0.0056118787
chr2	46826190	46826884	PIGF	9402	1.0249255
chr2	46826885	46827196	PIGF	5535	1.222543
chr2	46827210	46828052	PIGF	4870	-0.030139977
chr2	46828060	46828189	PIGF	1288	1.5095164
chr2	46828210	46829182	PIGF	5957	0.37432472
chr2	46829185	46829315	PIGF	758	0.68757954
chr2	46829335	46829998	PIGF	2093	-0.34422444
chr2	46830680	46830785	PIGF	67	-3.5655343
chr2	46830890	46830958	PIGF	86	-2.7211453
chr2	46831070	46831162	PIGF	98	-2.2674428
chr2	46831845	46831918	PIGF	139	-2.2777182
chr2	46832150	46832639	PIGF	2513	0.29709284
chr2	46832650	46833859	PIGF	7943	0.11734601
chr2	46833865	46834032	PIGF	544	-0.91566637
chr2	46834120	46834266	PIGF	915	0.35576119
chr2	46834285	46834708	PIGF	2572	-0.11049753
chr2	46835125	46835266	PIGF	1293	0.13135854
chr2	46835270	46835341	PIGF	933	0.73774823
chr2	46835370	46835446	PIGF	485	-0.25307437
chr2	46835525	46835669	PIGF	297	-2.0031032
chr2	46835785	46835863	PIGF	153	-2.0329048
chr2	46836055	46836198	PIGF	174	-2.874694
chr2	46836320	46836397	PIGF	596	-0.16974457
chr2	46836425	46836604	PIGF	1423	0.0533663
chr2	46836620	46836720	PIGF	862	0.52254698
chr2	46836755	46836849	PIGF	543	-0.3700573
chr2	46836865	46836979	PIGF	379	-1.0925365
chr2	46837015	46837092	PIGF	471	-0.28813096
chr2	46837110	46837668	PIGF	3506	0.19887718
chr2	46837950	46838342	PIGF	5474	0.83852982
chr2	46838630	46839078	PIGF	2656	-0.090391917
chr2	46839110	46839493	PIGF	1819	-0.50709841
chr2	46839530	46839744	PIGF	1036	0.18400227
chr2	46839765	46840175	PIGF	2783	-0.15323942
chr2	46840240	46841732	PIGF	5973	-0.11906692
chr2	46841745	46843142	PIGF	7962	0.026695137
chr2	46843185	46844371	PIGF	6620	-0.4819884
chr2	47389230	47389301	CALM2	82	-1.8835715
chr2	47630298	47630546	MSH2	1822	0.10745144
chr2	47635533	47635708	MSH2	799	-0.24888044
chr2	47637223	47637533	MSH2	2383	-0.10107093
chr2	47639518	47639741	MSH2	561	-1.0984244
chr2	47641383	47641558	BAT-26	1066	-0.016330653
chr2	47641583	47641650	BAT-26	600	0.9746523
chr2	47643413	47643582	MSH2	1755	0.45627696
chr2	47656853	47657096	MSH2	1168	-0.31346902
chr2	47672663	47672832	MSH2	1058	0.32101047
chr2	47690148	47690320	MSH2	1191	0.06366783
chr2	47693773	47693973	MSH2	857	-0.36089491
chr2	47698078	47699696	MSH2	11077	0.57691282
chr2	47699983	47700122	MSH2	818	0.17827647
chr2	47700433	47700569	MSH2	766	0.48934306
chr2	47700888	47701604	MSH2	6281	0.72475406
chr2	47701893	47702020	MSH2	2060	1.236883
chr2	47702043	47702137	MSH2	1780	1.96682
chr2	47702143	47702415	MSH2	1799	0.0053653967
chr2	47703473	47703726	MSH2	2532	0.24125324
chr2	47705388	47705695	MSH2	1549	-0.42822362
chr2	47707808	47708024	MSH2	2227	0.39101684
chr2	47709893	47710391	MSH2	2256	-0.030634741
chr2	47739418	47739602	MSH2	2579	0.66391948
chr2	48010338	48010657	MSH6	2215	0.064447391
chr2	48011058	48011333	MSH6	1881	0.12149867
chr2	48011353	48011428	MSH6	842	0.39281238
chr2	48018043	48018291	MSH6	3287	0.56025413
chr2	48022998	48023228	MSH6	1148	-0.64381185
chr2	48025728	48028325	MSH6	20453	0.80884718
chr2	48030523	48030841	MSH6	4838	0.88247098
chr2	48032018	48032194	MSH6	2916	0.98362485
chr2	48032743	48032886	MSH6	562	-0.5146806
chr2	48033313	48033532	MSH6	2185	0.71368046
chr2	48033558	48033816	MSH6	2187	0.32172946
chr2	48033913	48034017	MSH6	752	0.094551013
chr2	61009709	61009780	PAPOLG	346	-0.57045346
chr2	61009804	61009874	PAPOLG	471	0.39508713
chr2	61128204	61128275	REL	427	0.48466515
chr2	61705929	61706134	XPO1	1210	-0.2737657
chr2	61708294	61708433	XPO1	467	-0.81630791
chr2	61709484	61709695	XPO1	1118	0.03718897
chr2	61710069	61710241	XPO1	812	-0.14439417
chr2	61711049	61711253	XPO1	937	-0.3423593
chr2	61712879	61713116	XPO1	1032	-0.6385955
chr2	61715274	61715440	XPO1	1120	0.14480209
chr2	61715689	61715940	XPO1	1460	-0.22402013
chr2	61717754	61717923	XPO1	1840	0.8326222
chr2	61719144	61719348	XPO1	877	-0.70646657
chr2	61719434	61719642	XPO1	1340	0.54887389
chr2	61719679	61719920	XPO1	1590	0.13042002
chr2	61720024	61720197	XPO1	793	-0.28628111
chr2	61721004	61721251	XPO1	1059	-0.8396196
chr2	61722554	61722775	XPO1	1168	-0.19643422
chr2	61723984	61724159	XPO1	877	-0.41537741
chr2	61725774	61725957	XPO1	1216	0.16094252
chr2	61725979	61726055	XPO1	368	0.23530883
chr2	61726824	61727070	XPO1	1395	-0.052162217
chr2	61729074	61729215	XPO1	635	0.15125488
chr2	61729339	61729470	XPO1	959	0.56424935
chr2	61749709	61749847	XPO1	910	0.29027289
chr2	61752359	61752500	XPO1	1152	0.047137066
chr2	61752604	61753298	XPO1	4275	0.25326198
chr2	61753314	61753480	XPO1	810	0.31874279
chr2	61753529	61753668	XPO1	740	-0.16006871
chr2	61760884	61761042	XPO1	1049	-0.17190353
chr2	66662803	66662872	MEIS1	820	0.35911464
chr2	66662888	66662952	MEIS1	833	1.0195376
chr2	68400633	68400701	PNO1	437	-0.56376925
chr2	75882082	75882157	MRPL19	444	0.51685726
chr2	75882172	75882240	MRPL19	599	0.00057008365
chr2	84676812	84676890	SUCLG1	226	-1.5374647
chr2	84676902	84676967	SUCLG1	162	-0.9038498
chr2	95849299	95849366	NR-24	456	-0.56548572
chr2	122520632	122520707	TSN	549	-0.13157228
chr2	136872415	136873539	CXCR4	9611	-0.066269631
chr2	136873545	136873816	CXCR4	2456	0.30542249
chr2	136875550	136875691	CXCR4	1472	0.32267094
chr2	153576182	153576254	ARL6IP6	781	0.90014787
chr2	170010910	170011052	rs2075252	756	-0.38359018
chr2	178095482	178096583	NFE2L2	15023	0.85455991
chr2	178096597	178096770	NFE2L2	1682	0.62966434
chr2	178097127	178097329	NFE2L2	896	-0.88562653
chr2	178097947	178098088	NFE2L2	678	-0.70128152
chr2	178098702	178099018	NFE2L2	5936	1.2817932
chr2	178128097	178128637	NFE2L2	3661	-0.059972607
chr2	178129197	178129353	NFE2L2	1750	0.76187925
chr2	181925517	181925589	UBE2E3	430	-0.3035404
chr2	191552039	191552115	NAB1	341	-0.50824168
chr2	198257046	198257211	SF3B1	1649	0.46867621
chr2	198257686	198257936	SF3B1	1189	-0.83707663
chr2	198260756	198261070	SF3B1	2571	0.2975426
chr2	198262686	198262859	SF3B1	1849	0.54183661
chr2	198263161	198263336	SF3B1	1389	0.25826194
chr2	198263656	198263794	SF3B1	601	-0.9453391
chr2	198264756	198264921	SF3B1	1049	0.023771019
chr2	198264951	198265161	SF3B1	1704	0.072791416
chr2	198265411	198265685	SF3B1	2566	0.63541978
chr2	198266101	198266264	SF3B1	1311	0.2703649
chr2	198266441	198266613	SF3B1	1188	0.11554046
chr2	198266686	198266889	SF3B1	2185	0.43967679
chr2	198267256	198267583	SF3B1	1626	-0.65890423
chr2	198267641	198267779	SF3B1	534	-0.63294438
chr2	198268281	198268528	SF3B1	1098	-0.78206909
chr2	198269766	198269899	SF3B1	933	0.51285714
chr2	198269971	198270214	SF3B1	1684	0.014810199
chr2	198272686	198272864	SF3B1	1319	-0.064912815
chr2	198273061	198273313	SF3B1	3144	0.48103197
chr2	198274471	198274743	SF3B1	5109	1.2101426
chr2	198281451	198281664	SF3B1	3901	1.1328154
chr2	198283211	198283342	SF3B1	1002	0.13579544
chr2	198283356	198283714	SF3B1	2455	0.36420899
chr2	198285126	198285300	SF3B1	1833	0.42865422
chr2	198285731	198285872	SF3B1	768	-0.52652455
chr2	198288501	198288718	SF3B1	1619	-0.040598732
chr2	198299646	198299794	SF3B1	1286	0.064547099
chr2	202122923	202123144	CASP8	2013	0.15992267
chr2	202125193	202125367	CASP8	3025	0.98978992
chr2	202131153	202131539	CASP8	2954	-0.10753472
chr2	202134198	202134349	CASP8	1564	0.21939881
chr2	202136213	202136386	CASP8	1079	-0.2660935
chr2	202137333	202137518	CASP8	1338	-0.1445744
chr2	202137558	202137702	CASP8	1464	0.64186453
chr2	202139573	202139704	CASP8	1067	-0.0084643297
chr2	202141518	202141728	CASP8	1940	0.24103361
chr2	202141748	202141841	CASP8	708	0.36122992
chr2	202142698	202142866	CASP8	814	-0.36268138
chr2	202146513	202146657	CASP8	1965	0.81693647
chr2	202149503	202150072	CASP8	8432	0.75651797
chr2	202151148	202151331	CASP8	894	-0.61457671
chr2	202430349	202430422	ALS2CR11	689	1.0582662
chr2	202430444	202430515	ALS2CR11	1017	0.59233184
chr2	207014584	207014662	NDUFS1	104	-2.7025279
chr2	209101765	209101907	IDH1	741	-0.53005438
chr2	209103770	209103972	IDH1	1242	-0.30090299
chr2	209104560	209104750	IDH1	1846	0.17909994
chr2	209106685	209106897	IDH1	1552	-0.22306926
chr2	209108125	209108365	IDH1	1677	-0.089772487
chr2	209110020	209110158	IDH1	1300	0.26983381
chr2	209113070	209113414	IDH1	3163	0.1998284
chr2	209116120	209116298	IDH1	1539	0.22234154
chr2	212248304	212248793	ERBB4	7137	0.67787028
chr2	212251544	212251910	ERBB4	4931	0.58861174
chr2	212252609	212252760	ERBB4	621	-0.9284089
chr2	212285144	212285364	ERBB4	1609	-0.095355422
chr2	212286709	212286845	ERBB4	1064	0.013460936
chr2	212288844	212289051	ERBB4	1867	0.28625102
chr2	212293094	212293234	ERBB4	789	-0.16859754
chr2	212295644	212295847	ERBB4	2212	0.56907113
chr2	212426604	212426850	ERBB4	1765	-0.30892715
chr2	212483874	212484009	ERBB4	1349	0.29664653
chr2	212488614	212488802	ERBB4	2184	0.59150085
chr2	212495164	212495338	ERBB4	1369	0.005886171
chr2	212522439	212522580	ERBB4	1535	0.36401737
chr2	212522624	212522737	ERBB4	780	-0.22636583
chr2	212530022	212530223	ERBB4	1836	0.14546745
chr2	212537852	212538002	ERBB4	749	-0.81061392
chr2	212543747	212543931	ERBB4	2528	0.65736585
chr2	212566682	212566926	ERBB4	3071	0.64157214
chr2	212568792	212568941	ERBB4	765	-0.66155836
chr2	212570007	212570143	ERBB4	1066	0.0072897858
chr2	212576752	212576940	ERBB4	993	-0.50067225
chr2	212578232	212578382	ERBB4	939	-0.28785952
chr2	212587092	212587304	ERBB4	1677	0.1589602
chr2	212589777	212589959	ERBB4	1103	-0.54438599
chr2	212615312	212615465	ERBB4	2086	0.65751601
chr2	212652727	212652895	ERBB4	818	-0.42396335
chr2	212812132	212812374	ERBB4	2352	0.39381873
chr2	212989452	212989666	ERBB4	2411	0.36084692
chr2	213403132	213403286	ERBB4	3754	1.8005257
chr2	215593374	215593753	BARD1	4115	0.35373214
chr2	215595109	215595240	BARD1	1679	0.89456235
chr2	215609764	215609880	BARD1	357	-1.0241857
chr2	215610424	215610605	BARD1	1294	-0.10241264
chr2	215617149	215617319	BARD1	835	-0.53125267
chr2	215632184	215632392	BARD1	1318	-0.28981698
chr2	215633924	215634058	BARD1	574	-0.62889413
chr2	215645259	215645950	BARD1	7606	0.51323349
chr2	215645969	215646241	BARD1	4304	1.222977
chr2	215656999	215657174	BARD1	1356	-0.0050783359
chr2	215661739	215661875	BARD1	504	-0.56176834
chr2	215674114	215674318	BARD1	1770	0.48576655
chr2	216212259	216212414	rs4673993	680	-0.80520055
chr2	219103240	219103313	ARPC2	221	-0.91074939
chr2	225338940	225339104	CUL3	1423	0.41795821
chr2	225342895	225343098	CUL3	3894	1.4039855
chr2	225346585	225346828	CUL3	2484	0.61233783
chr2	225360525	225360695	CUL3	1141	0.1054233
chr2	225362445	225362591	CUL3	1092	-0.037721742
chr2	225365045	225365224	CUL3	1329	-0.11498751
chr2	225367655	225367800	CUL3	878	-0.4598152
chr2	225368335	225368547	CUL3	2102	0.97535317
chr2	225370650	225370855	CUL3	1235	-0.2738901
chr2	225371545	225371754	CUL3	1259	-0.26762774
chr2	225376045	225376319	CUL3	2508	0.72823624
chr2	225378215	225378385	CUL3	586	-0.67429476
chr2	225379295	225379508	CUL3	1590	0.160994
chr2	225400220	225400397	CUL3	924	-0.086574924
chr2	225422350	225422599	CUL3	1511	-0.090765643
chr2	225434370	225434548	CUL3	443	-0.80522998
chr2	225449620	225449754	CUL3	2419	1.4735592
chr2	231678622	231678696	CAB39	431	-0.57595803
chr2	234668795	234668870	rs873478	1062	0.82225319
chr2	234668885	234668961	rs873478	1149	0.90956215
chr2	234669070	234669208	rs4148323	1784	0.57593231
chr2	241080057	241080193	rs2291767	462	-1.2387812
chr2	242793177	242793462	PDCD1	761	-1.3263696
chr2	242794037	242794192	PDCD1	660	-0.7479769
chr2	242794317	242794537	PDCD1	748	-0.91316855
chr2	242794742	242795158	PDCD1	3124	0.089542485
chr2	242800877	242801024	PDCD1	858	-0.16711615
chr3	10076024	10076091	FANCD2	552	0.84114821
chr3	10183499	10183890	VHL	3378	0.32742934
chr3	10188174	10188343	VHL	1337	-0.0016741021
chr3	10191444	10192077	VHL	4464	-0.17927917
chr3	12393057	12393203	PPARG	1031	-0.27690778
chr3	12421172	12421451	PPARG	2169	0.015921936
chr3	12422787	12423003	PPARG	1052	-0.68866349
chr3	12434087	12434269	PPARG	1320	-0.05242633
chr3	12447347	12447608	PPARG	1830	-0.31798389
chr3	12458167	12458673	PPARG	4191	-0.071536562
chr3	12475367	12475685	PPARG	1938	-0.51842781
chr3	12625987	12626199	RAF1	1890	0.11500326
chr3	12626312	12626494	RAF1	1772	0.13227177
chr3	12626597	12626938	RAF1	2648	-0.16399991
chr3	12627157	12627327	RAF1	1094	-0.42059923
chr3	12629032	12629176	RAF1	953	0.074775968
chr3	12632272	12632478	RAF1	1754	-0.0057078131
chr3	12633172	12633310	RAF1	1146	-0.078350901
chr3	12641162	12641347	RAF1	1335	-0.21955356
chr3	12641617	12641800	RAF1	2971	0.87614349
chr3	12641827	12641967	RAF1	1615	0.61534781
chr3	12645607	12645829	RAF1	2583	0.38457603
chr3	12647677	12647815	RAF1	1569	0.54370129
chr3	12650232	12650447	RAF1	1286	-0.39890755
chr3	12650707	12650846	RAF1	611	-0.7895479
chr3	12653417	12653598	RAF1	1058	-0.56099401
chr3	12659992	12660238	RAF1	2014	-0.089385301
chr3	14187378	14187519	rs2228001	3595	1.6998071
chr3	25679733	25679808	TOP2B	263	-0.79985866
chr3	30648347	30648487	TGFBR2	888	-0.057383357
chr3	30664647	30664796	TGFBR2	688	-0.63162851
chr3	30686217	30686435	TGFBR2	1727	0.018881011
chr3	30691737	30691979	TGFBR2	2108	0.15875164
chr3	30713107	30713949	TGFBR2	7455	0.079638863
chr3	30715572	30715783	TGFBR2	2047	0.17082717
chr3	30729847	30730026	TGFBR2	1721	0.13352969
chr3	30732887	30733125	TGFBR2	2417	0.40648688
chr3	32997042	32997106	CCR4	101	-1.5834504
chr3	37035017	37035194	MLH1	3648	1.4056174
chr3	37035232	37035403	MLH1	4079	1.6464205
chr3	37038082	37038215	MLH1	991	0.060434248
chr3	37038612	37038821	MLH1	2039	0.53494164
chr3	37042422	37042632	MLH1	1494	0.21303009
chr3	37045847	37045997	MLH1	2476	1.1278635
chr3	37048437	37048592	MLH1	814	-0.54123532
chr3	37050277	37050416	MLH1	1262	0.41453706
chr3	37053302	37053393	MLH1	2584	2.2584628
chr3	37053467	37053670	MLH1	2374	0.85757181
chr3	37055837	37056118	MLH1	1707	0.01367058
chr3	37058972	37059107	MLH1	1594	0.62109916
chr3	37061767	37061988	MLH1	2969	0.61244013
chr3	37067117	37067528	MLH1	2300	-0.66711742
chr3	37070247	37070459	MLH1	1708	-0.055697301
chr3	37081662	37081810	MLH1	1077	-0.33571711
chr3	37083707	37083849	MLH1	1528	0.84227523
chr3	37088982	37089203	MLH1	2854	0.53480741
chr3	37089977	37090122	MLH1	1564	0.22204035
chr3	37090367	37090549	MLH1	1150	-0.4625549
chr3	37091952	37092171	MLH1	2374	0.46912506
chr3	38180129	38180545	MYD88	4279	0.59699795
chr3	38181319	38181509	MYD88	1612	0.13445233
chr3	38181854	38182099	MYD88	2375	0.2897474
chr3	38182219	38182371	MYD88	1911	0.63639074
chr3	38182589	38182802	MYD88	3126	0.90478752
chr3	41265491	41265635	CTNNB1	2253	1.1550833
chr3	41265991	41266264	CTNNB1	2339	0.021911816
chr3	41266421	41266733	CTNNB1	2339	-0.13762197
chr3	41266791	41267089	CTNNB1	3741	0.58629082
chr3	41267121	41267364	CTNNB1	2934	0.68116989
chr3	41268691	41268869	CTNNB1	1644	0.23351355
chr3	41274796	41274941	CTNNB1	2119	0.85917914
chr3	41274986	41275372	CTNNB1	4177	0.31259357
chr3	41275606	41275823	CTNNB1	3061	0.66257285
chr3	41277181	41277358	CTNNB1	2611	0.81511405
chr3	41277811	41278015	CTNNB1	4335	1.4014532
chr3	41278056	41278238	CTNNB1	2272	0.55582558
chr3	41279466	41279612	CTNNB1	3124	1.4071942
chr3	41280596	41280852	CTNNB1	3721	0.70942252
chr3	41960011	41960087	ULK4	156	-1.5595898
chr3	47058551	47058771	SETD2	2167	0.20315575
chr3	47059106	47059243	SETD2	1164	-0.050506943
chr3	47061206	47061349	SETD2	2685	1.2056157
chr3	47079121	47079307	SETD2	650	-1.3440685
chr3	47084026	47084197	SETD2	1608	0.11842174
chr3	47087946	47088123	SETD2	1224	-0.31768408
chr3	47098286	47099008	SETD2	5913	-0.15606533
chr3	47103631	47103866	SETD2	5287	1.4138028
chr3	47108501	47108647	SETD2	1059	0.15672735
chr3	47122266	47122616	SETD2	2734	-0.14455352
chr3	47125186	47125876	SETD2	8651	0.62662405
chr3	47127651	47127839	SETD2	1204	-0.44354484
chr3	47129581	47129753	SETD2	1500	0.16056121
chr3	47139421	47139594	SETD2	1991	0.4655027
chr3	47142921	47143061	SETD2	808	-0.45691272
chr3	47144796	47144939	SETD2	758	-0.38391936
chr3	47147461	47147627	SETD2	1241	-0.0027277941
chr3	47155336	47155507	SETD2	1473	0.16689363
chr3	47158081	47158262	SETD2	940	-0.32347518
chr3	47161646	47166061	SETD2	36845	1.6824159
chr3	47168061	47168173	SETD2	667	0.29735386
chr3	47205306	47205445	SETD2	711	-0.33964485
chr3	52436282	52436469	BAP1	1713	0.40797904
chr3	52436582	52436729	BAP1	1113	-0.24359852
chr3	52436772	52436995	BAP1	1519	-0.26221122
chr3	52437122	52437346	BAP1	2593	0.55514548
chr3	52437397	52437934	BAP1	4385	0.10390515
chr3	52438442	52438624	BAP1	1146	-0.29607604
chr3	52439092	52439356	BAP1	1307	-0.63727272
chr3	52439752	52439967	BAP1	2037	0.2515754
chr3	52440247	52440425	BAP1	1122	-0.2593378
chr3	52440812	52440953	BAP1	1639	0.76505246
chr3	52441167	52441369	BAP1	1473	-0.018678843
chr3	52441372	52441514	BAP1	1557	0.34876407
chr3	52441947	52442130	BAP1	869	-0.75461832
chr3	52442462	52442634	BAP1	666	-1.1810509
chr3	52443522	52443657	BAP1	2007	0.97086848
chr3	52443667	52443939	BAP1	1930	0.15973034
chr3	52582057	52582262	PBRM1	3105	0.84834854
chr3	52584402	52584693	PBRM1	1870	-0.41248368
chr3	52584717	52584874	PBRM1	1304	-0.05114402
chr3	52588712	52588939	PBRM1	1175	-0.57992544
chr3	52592237	52592465	PBRM1	2702	0.4464847
chr3	52595747	52595994	PBRM1	3592	0.73369437
chr3	52597267	52597516	PBRM1	2453	0.17465901
chr3	52598042	52598281	PBRM1	2192	0.29756904
chr3	52610527	52610739	PBRM1	1772	0.33867574
chr3	52613037	52613248	PBRM1	3413	0.8960553
chr3	52620417	52620719	PBRM1	2312	-0.12842023
chr3	52621347	52621543	PBRM1	1530	0.28895599
chr3	52623062	52623282	PBRM1	1215	-0.60014751
chr3	52637509	52637789	PBRM1	2279	0.61837518
chr3	52643304	52643996	PBRM1	4377	-0.29654044
chr3	52649334	52649480	PBRM1	1454	0.30382701
chr3	52651249	52651564	PBRM1	2760	0.18965296
chr3	52658854	52659000	PBRM1	473	-1.2384455
chr3	52661264	52661407	PBRM1	1340	0.065472248
chr3	52662884	52663088	PBRM1	1187	0.044727497
chr3	52668594	52668867	PBRM1	1195	-0.59816062
chr3	52675939	52676075	PBRM1	731	-0.45401887
chr3	52677234	52677389	PBRM1	1497	0.20626175
chr3	52678689	52678787	PBRM1	745	0.48007852
chr3	52682349	52682487	PBRM1	1018	0.3186787
chr3	52685714	52685859	PBRM1	728	-0.49174215
chr3	52692189	52692359	PBRM1	863	-0.55245757
chr3	52696119	52696305	PBRM1	2026	0.40558888
chr3	52702489	52702670	PBRM1	1061	0.11808424
chr3	52712489	52712629	PBRM1	1035	-0.19878728
chr3	52713554	52713773	PBRM1	2181	0.17047212
chr3	52715664	52715800	PBRM1	783	-0.59040608
chr3	69788717	69788867	MITF	1188	-0.062632281
chr3	69812682	69812851	MITF	1796	0.34146921
chr3	69812932	69813112	MITF	2207	0.6674067
chr3	69915342	69915533	MITF	2075	0.32437713
chr3	69928252	69928571	MITF	4496	0.81638309
chr3	69985722	69985937	MITF	2848	0.79092022
chr3	69986947	69987222	MITF	2345	0.014429086
chr3	69987477	69988372	MITF	8969	0.43997247
chr3	69990362	69990497	MITF	1291	0.39228461
chr3	69998177	69998354	MITF	2669	0.76899752
chr3	70000922	70001061	MITF	958	-0.17718322
chr3	70005562	70005708	MITF	1408	0.33905568
chr3	70008402	70008607	MITF	1540	-0.1972498
chr3	70013972	70014439	MITF	4421	0.051105259
