gene	mean_log2ND	std_log2ND	median_log2ND	R-190115-979857-BLD-101100_BC_E19011812-32-DNA_F1901184313-27_L190118-00002-H6_20190121-C8_panel12_plus_P190121536-1_sample20190121-B3-A00168-log2_ND	R-RZ	R-CopyRatio
NTRK1	-0.84497434	0.19142102	-0.86904126	-1.0089556	-0.85665215	-0.14390095
NTRK1	0.059523354	0.091606644	0.074521028	-1.9737304	-22.195483	-2.052238
NTRK1	0.2051431	0.048985876	0.21225734	0.097373008	-2.2000238	-0.11887097
NTRK1	0.14380416	0.10013723	0.15537683	-0.67976295	-8.2243848	-0.83912642
NTRK1	0.031138785	0.35281302	-0.03170204	-0.65231024	-1.9371423	-0.62459485
NTRK1	0.015493354	0.36919818	-0.034750938	-0.16155149	-0.47953876	-0.13078719
NTRK1	0.98452629	0.16450866	1.01181	0.01565983	-5.8894557	-1.0001368
NTRK1	1.4720434	0.16203972	1.49093	0.068375508	-8.6624927	-1.4265411
NTRK1	1.4169488	0.32140141	1.4589712	-0.66330492	-6.4724474	-2.1262628
NTRK1	0.48294522	0.60296011	0.37469006	0.57962789	0.16034671	0.20095119
NTRK1	0.37115478	0.38507762	0.29912772	0.084740138	-0.74378418	-0.21837422
NTRK1_fus	-0.089885983	0.08857582	-0.079251425	-0.72407386	-7.1598307	-0.64880907
NTRK1	0.30360786	0.05097768	0.31025964	-0.33434642	-12.514384	-0.6485927
NTRK1	-0.25748512	0.16635399	-0.28801802	-0.48607112	-1.3740939	-0.20203974
NTRK1	0.02527934	0.23693659	-0.016555598	-0.20432619	-0.96905899	-0.19175723
NTRK1	-0.35044254	0.041567562	-0.35207534	-0.26277944	2.1089305	0.085309258
NTRK1	-0.93144254	0.051855095	-0.94071788	-20.581796	-378.9474	-19.645065
rs28738963	-1.1612034	0.30293431	-1.1369473	-2.5368953	-4.5412219	-1.4039347
rs2501873	-0.25844553	0.12631365	-0.24574372	-1.1969865	-7.4302419	-0.95522943
SDHC	0.1680338	0.12964394	0.18429797	0.92347138	5.827018	0.73518677
SDHC	0.12968401	0.33737769	0.13205886	-0.0012906623	-0.38821379	-0.13733616
SDHC	-0.50427613	0.14398907	-0.51518023	0.49094805	6.9118037	1.0021416
SDHC	0.61180667	0.30282787	0.60335071	-0.37966437	-3.2740416	-0.98700173
SDHC	0.57384662	0.16241702	0.51784452	0.92783896	2.1795273	0.4060078
SDHC	0.56198803	0.11662733	0.54733456	-0.83000947	-11.935431	-1.3813307
SDHC	-0.085101926	0.27508999	-0.048394447	-0.74466936	-2.3976424	-0.70026156
DDR2	0.43176006	0.11056753	0.44943598	0.63948755	1.8787386	0.18606492
DDR2	0.16736965	0.092408354	0.16721375	0.29293466	1.3588059	0.12173427
DDR2	-0.67933012	0.067625691	-0.67185153	-0.25086154	6.3358848	0.41700335
DDR2	-0.66020382	0.081157823	-0.65077275	0.06483215	8.9336547	0.71161826
DDR2	0.22325164	0.10333177	0.21263751	0.0098940885	-2.0647817	-0.20673006
DDR2	0.50332367	0.056122456	0.50094537	0.51130333	0.14218293	0.0063713147
DDR2	0.21714377	0.057450075	0.20739341	0.48423693	4.649135	0.27285688
DDR2	0.19829205	0.076904629	0.17243458	0.25187546	0.69675149	0.075454244
DDR2	0.34469884	0.11726033	0.32355874	0.62974472	2.4308808	0.30219934
DDR2	0.17790352	0.10888881	0.20196429	-0.04180017	-2.0176884	-0.2477511
DDR2	0.030619903	0.074553087	0.027504064	0.096348883	0.88163995	0.064858179
DDR2	0.055817805	0.083376935	0.037398534	0.075258162	0.23316229	0.033872988
DDR2	-0.31088602	0.14557299	-0.33999913	-0.1270912	1.2625613	0.20892129
DDR2	-0.36363854	0.060982201	-0.36453696	0.024606462	6.3665298	0.38515678
DDR2	0.23360495	0.079402848	0.23543636	-0.32280628	-7.0074468	-0.56222928
DDR2	0.028805123	0.11954226	0.010810436	0.55735122	4.4214163	0.54255415
DDR2	0.60935739	0.057271555	0.61231819	0.89795515	5.0391117	0.28165032
DDR2	0.24005182	0.079955294	0.23904362	0.11374779	-1.5796831	-0.12928247
FMO1	-0.97760087	0.38496612	-0.96237506	-1.4015683	-1.1013111	-0.4431799
RABGAP1L	-0.43100917	0.35103795	-0.43773456	-0.045119731	1.0992813	0.38862819
CDC73	0.22936529	0.10845922	0.2212508	0.89186924	6.108323	0.6666318
CDC73	0.46915666	0.10266345	0.48335496	0.88334743	4.034452	0.39600582
CDC73	0.25423646	0.11930517	0.27290305	0.22649978	-0.23248518	-0.050389915
CDC73	0.12693854	0.084865251	0.1194309	0.58101771	5.35059	0.45760017
CDC73	0.22726342	0.10130761	0.24436977	0.68770639	4.5449988	0.43934998
CDC73	-0.071836195	0.090982669	-0.1043265	-0.52568405	-4.9882891	-0.42534419
CDC73	-0.25089846	0.097368485	-0.24129807	0.22419638	4.8793492	0.46150781
CDC73	0.15476675	0.20294901	0.13858243	-0.10300481	-1.2701297	-0.24557388
CDC73	0.093902758	0.13606099	0.13090915	0.60068822	3.7246933	0.46579243
CDC73	0.33309665	0.13842137	0.34013608	-0.48906326	-5.9395446	-0.83318598
CDC73	-0.18931602	0.20392901	-0.14850609	0.34409318	2.6156612	0.48861263
CDC73	0.34339683	0.14249394	0.38522864	0.64654221	2.1274265	0.25732693
CDC73	-0.1699344	0.055148797	-0.17726472	-0.3708289	-3.6427721	-0.19755082
CDC73	0.50655607	0.11206476	0.50852552	1.147027	5.7151857	0.63451483
CDC73	-0.040868879	0.11327646	-0.021313531	-0.0053285991	0.31374815	0.011998291
CDC73	0.713181	0.11924334	0.73625615	0.21571663	-4.1718419	-0.52452616
MDM4	-0.13316843	0.08992031	-0.11662163	0.11924478	2.8070767	0.23187977
MDM4	-0.031005834	0.11816712	-0.010167903	-0.51326024	-4.0811218	-0.50707898
MDM4	0.17196895	0.25916811	0.12899102	0.2528721	0.31216476	0.11989444
MDM4	-0.09408891	0.068721553	-0.082253344	-0.32922443	-3.4215688	-0.25095773
MDM4	-0.15592732	0.056048828	-0.14525839	-0.036128504	2.1374009	0.10514325
MDM4	-0.13758102	0.11123125	-0.12849207	0.5932363	6.5702518	0.71774173
MDM4	-0.58212828	0.081963601	-0.57115587	-0.26161275	3.9104618	0.30555648
MDM4	0.10466406	0.063206895	0.08926849	-0.052101714	-2.4802005	-0.14535684
MDM4	0.47759972	0.046716916	0.46561129	0.30472944	-3.7003786	-0.16486849
MDM4	-0.61915054	0.1011683	-0.61016302	-0.67237379	-0.52608622	-0.066197409
MDM4	-0.12723962	0.3587046	-0.18699228	-0.19677971	-0.1938645	-0.01377407
IKBKE	-0.92172442	0.1320031	-0.90102409	-0.90395995	0.13457612	-0.0069225052
IKBKE	-0.40444001	0.057814962	-0.41913064	-0.15954405	4.2358578	0.25559995
IKBKE	0.32871702	0.064977923	0.34370698	1.0088201	10.466679	0.66112645
IKBKE	-0.092417015	0.065180642	-0.1029563	0.090289991	2.8030869	0.18925965
IKBKE	0.066298048	0.040773067	0.06679557	0.47832289	10.105319	0.40754068
IKBKE	-0.2029114	0.07064196	-0.20312105	0.80609007	14.283316	1.0052245
IKBKE	0.17060382	0.050798619	0.18276082	0.18364055	0.25663544	-0.0031069145
IKBKE	-0.068876855	0.091019483	-0.084129105	0.23746397	3.3656621	0.31760643
IKBKE	0.46401171	0.10293368	0.47878899	0.86292266	3.8754171	0.38014702
IKBKE	0.43002268	0.092564798	0.44184713	0.76964023	3.6689709	0.32380646
IKBKE	-0.36978377	0.1148279	-0.37178516	-0.34554279	0.21110708	0.022255733
IKBKE	-0.29720953	0.075035727	-0.29815422	0.24329486	7.2032939	0.53746244
IKBKE	0.24501464	0.048054527	0.24463482	0.29186227	0.97488479	0.043240807
IKBKE	-0.84222641	0.10662061	-0.83206577	0.32223459	10.921538	1.1503137
IKBKE	0.016228807	0.098012088	0.027414861	0.42808402	4.2020859	0.39668252
IKBKE	-0.11317775	0.12446148	-0.10844177	0.06826362	1.4578114	0.17271875
IKBKE	0.13854389	0.094735817	0.15441463	0.33275808	2.0500609	0.17435681
IKBKE	-0.29417359	0.046418729	-0.2884336	-0.011742311	6.0844251	0.27270465
IKBKE	-0.51715742	0.099333626	-0.50109966	0.24403191	7.6629572	0.74114493
IKBKE	-0.13227014	0.079228302	-0.12334901	0.056999625	2.3889161	0.17636199
IRF6	-0.079025146	0.24785622	-0.051993541	0.23306824	1.2591711	0.28107514
IRF6	0.70439265	0.33656151	0.73110459	1.1512997	1.3278613	0.41620844
H3F3A	-1.0639438	0.28169683	-1.0299271	-1.1522121	-0.31334504	-0.12627164
H3F3A	0.19112556	0.29825823	0.22044086	1.3595653	3.917544	1.1351378
H3F3A	-0.94406552	0.22188329	-0.90042382	0.076645327	4.600215	0.97308251
H3F3A	-2.0322325	0.33028685	-2.0127441	-2.7835241	-2.2746641	-0.77476668
PARP1	-0.80102637	0.12148349	-0.82539509	-0.582973	1.7949218	0.23843545
PARP1	-0.60620154	0.065041336	-0.60676655	-1.1224836	-7.9377525	-0.51970366
PARP1	0.021930157	0.10594325	0.043982941	-0.14721118	-1.5965277	-0.19518076
PARP1	-0.13625847	0.054236388	-0.12340301	-0.28798295	-2.7974666	-0.16856658
PARP1	-0.064238183	0.043613062	-0.064787563	-0.0075438686	1.2999389	0.053257054
PARP1	0.15783498	0.13387059	0.1669584	0.23281702	0.56010836	0.061871976
PARP1	0.04257284	0.042494891	0.045632919	0.18605863	3.3765422	0.13643908
PARP1	-0.25240015	0.047200919	-0.24939889	0.61473556	18.371162	0.86014781
PARP1	0.11643233	0.093924766	0.13343764	1.0407819	9.8413831	0.90335765
PARP1	0.2613434	0.06300089	0.26915397	0.13339401	-2.030914	-0.1397466
PARP1	0.46926984	0.0590077	0.47005628	0.73610286	4.5220033	0.26205994
PARP1	0.33733914	0.058289478	0.34817749	0.88660134	9.4230078	0.53443721
PARP1	0.14392751	0.14900319	0.16036312	-0.12805084	-1.825319	-0.2924006
PARP1	0.49292346	0.099213839	0.4749389	0.95253978	4.6325828	0.47361424
PARP1	0.24675892	0.051059354	0.24714193	0.14230344	-2.0457658	-0.10882513
PARP1	0.33584346	0.07334275	0.34689004	0.43382387	1.3359249	0.082947187
PARP1	-0.072028872	0.071306049	-0.089648091	0.023162737	1.3349724	0.10882419
PARP1	0.1075534	0.069011417	0.10107146	0.29758715	2.7536567	0.19252905
PARP1	0.9261336	0.29071326	0.98336735	1.518704	2.0383329	0.53135
PARP1	0.93086798	0.27904797	0.97965188	1.8066842	3.1385866	0.82304568
PARP1	-0.14558361	0.089623312	-0.15442938	0.11705316	2.9304515	0.2674959
PARP1	0.14343284	0.059204734	0.15158245	-0.034141713	-2.9993303	-0.1897108
PARP1	0.10273657	0.045208199	0.10249982	0.35042503	5.4788394	0.24393857
PARP1	-0.27741733	0.099128279	-0.27779536	0.44141964	7.2515833	0.71522836
SIPA1L2	0.10291343	0.26076255	0.14836563	0.42582285	1.2383274	0.27347058
SIPA1L2	0.45072206	0.31326256	0.49536564	0.71056475	0.82947255	0.21121247
rs1805087	-0.1022405	0.10815932	-0.084817306	-0.004680064	0.90200674	0.076150602
RYR2	0.04128665	0.35154896	0.071341492	0.36631753	0.9245679	0.2909894
RYR2	0.98323158	0.32897554	1.0319778	1.1381927	0.47104145	0.10222826
FH	0.38045073	0.060029924	0.37587791	0.92095744	9.0039546	0.54109289
FH	0.13225301	0.067164522	0.12534191	0.43647966	4.5295736	0.30715111
FH	-0.3015427	0.076174874	-0.29893537	-0.81214074	-6.7029719	-0.51719201
FH	-0.46081236	0.069845245	-0.46667209	-0.30402342	2.2448048	0.15866203
FH	-0.2392118	0.057431366	-0.24533885	-0.34990058	-1.9273228	-0.10854837
FH	-0.38963417	0.081174136	-0.40899762	-0.45601131	-0.81771288	-0.051000327
FH	0.1533515	0.047601013	0.15765599	0.33288466	3.7716247	0.17124202
FH	0.3038643	0.077222209	0.31223875	0.49774196	2.5106464	0.18151657
FH	-0.26934733	0.082517856	-0.25640671	0.073620825	4.1562902	0.32604089
FH	-0.65985875	0.12947788	-0.69320128	1.0532207	13.230673	1.7424354
AKT3	0.0037741673	0.090024363	0.0055377163	0.19407027	2.1138289	0.18454591
AKT3	0.63932361	0.14094105	0.66797572	0.48366952	-1.1043914	-0.18829284
AKT3	-0.2280629	0.14500065	-0.20108219	-0.24036968	-0.08487396	-0.04327413
AKT3	0.42218858	0.090868766	0.40861132	0.38910696	-0.36405927	-0.023490997
AKT3	0.039068441	0.053759604	0.029427358	0.15259888	2.1118169	0.11918489
AKT3	-0.96882882	0.11422045	-0.96267669	-0.89492918	0.64699129	0.063760866
AKT3	0.30098639	0.22457849	0.3547561	-0.22036804	-2.3214798	-0.57911078
AKT3	0.33739727	0.1255396	0.34589902	0.24557673	-0.73140698	-0.10430893
AKT3	0.50839158	0.067565739	0.50380233	0.55005048	0.61656846	0.042261513
AKT3	0.57950565	0.044111262	0.57985606	1.1487932	12.905719	0.56495049
AKT3	0.43384192	0.1254777	0.4632551	0.19555019	-1.8990763	-0.27169155
AKT3	-0.25593263	0.082760462	-0.23768361	0.69616437	11.504249	0.92986134
AKT3	0.18765658	0.12352754	0.20373597	0.37444406	1.512112	0.16672145
AKT3	0.37995385	0.046940288	0.37859998	0.97595049	12.696911	0.59336387
AKT3	-0.15923026	0.099604096	-0.13838452	0.20728554	3.6797262	0.34168342
AKT3	-2.3682031	0.19418217	-2.3919857	-2.9044282	-2.761454	-0.51642917
ADSS	-0.62570849	0.36765253	-0.60119166	0.42930325	2.8695892	1.0265083
ID2	0.11335991	0.30913974	0.18056371	0.15928418	0.14855506	-0.025266169
ID2	1.1001159	0.33900306	1.1314955	0.60253343	-1.4677816	-0.53294871
MYCN	-0.59368682	0.42264335	-0.65778398	-0.14431113	1.0632503	0.50948621
MYCN	-0.42681227	0.37538693	-0.49568605	-0.19250739	0.62416899	0.29919202
DNMT3A	-0.31547749	0.040754857	-0.30712622	-0.022525383	7.188152	0.2806142
DNMT3A	0.027319027	0.11032208	0.013390449	0.026990779	-0.0029753625	0.0096136893
DNMT3A	-1.2203716	0.10443234	-1.2062329	-1.1030263	1.1236489	0.099219943
DNMT3A	-0.046698372	0.10087538	-0.028146338	-0.46345583	-4.131409	-0.43929613
DNMT3A	-0.3533739	0.047680243	-0.35775356	-0.42322153	-1.4649177	-0.069454611
DNMT3A	0.045989247	0.092966764	0.058208617	0.31055702	2.8458317	0.24836176
DNMT3A	-0.27011766	0.062664355	-0.26815253	0.018272813	4.6021454	0.2824387
DNMT3A	-0.063777272	0.10637414	-0.041016852	0.13339334	1.8535578	0.17042356
DNMT3A	-0.018984043	0.085510948	-0.033006084	0.7251057	8.7016898	0.75412515
DNMT3A	0.17708622	0.057258408	0.18255108	0.24568436	1.1980448	0.059146637
DNMT3A	-0.06956665	0.091379895	-0.056816276	-0.63259196	-6.1613696	-0.57976232
DNMT3A	0.34891929	0.096099885	0.37031716	0.75958654	4.2733376	0.38528274
DNMT3A	0.62061636	0.06378545	0.62018007	0.84337621	3.4923301	0.2192095
DNMT3A	-0.27162571	0.049345169	-0.27438435	0.6519957	18.717565	0.92239341
DNMT3A	0.16981976	0.11673229	0.18159753	0.40847994	2.0445087	0.22289577
DNMT3A	0.17501737	0.055769505	0.18075612	-0.045964036	-3.9624057	-0.2307068
DNMT3A	0.20949619	0.065670634	0.20175284	0.45210312	3.6942987	0.24636364
DNMT3A	0.37746357	0.10734452	0.39369747	0.20989427	-1.561042	-0.18778984
DNMT3A	-1.4659598	0.099353641	-1.4534821	-1.2539615	2.1337749	0.19553397
DNMT3A	0.013015383	0.046169899	0.0072404948	0.57868203	12.251849	0.5674549
DNMT3A	0.081089153	0.14606138	0.098087326	0.026039704	-0.37689257	-0.076034263
DNMT3A	-0.3770653	0.54932207	-0.4639063	-0.37972682	-0.0048450979	0.08019284
DNMT3A	0.58718663	0.096046685	0.60184403	1.2509861	6.911217	0.64515544
DNMT3A	0.42448205	0.15996382	0.39974437	0.20825721	-1.3517109	-0.1954738
DNMT3A	0.43833302	0.15490325	0.41215952	0.35585862	-0.53242525	-0.060287542
DNMT3A	-0.18821004	0.10662769	-0.17152381	-0.47233205	-2.6646175	-0.30479488
DNMT3A	-2.5307501	0.19145214	-2.508387	-1.2044531	6.9275643	1.2999473
ALK	0.16924595	0.41296261	0.089972665	0.69556048	1.2744847	0.60160117
ALK	-0.089268896	0.085763731	-0.083319203	-0.49225174	-4.698756	-0.41291918
ALK	-0.26326366	0.10717718	-0.28049874	-1.1941928	-8.6858894	-0.9176807
ALK	-0.23665108	0.057545709	-0.23750588	-0.6524991	-7.2263949	-0.41897986
ALK_fus	-0.57401705	0.096254428	-0.56858516	-1.6222696	-10.890435	-1.0576711
ALK	-0.16921319	0.089702015	-0.17500007	-0.17017164	-0.010684792	0.00084179215
ALK	-0.53864103	0.17565966	-0.56248379	-0.94194775	-2.2959553	-0.3834506
ALK	0.30170204	0.15302987	0.27539487	-0.12096844	-2.7620129	-0.40034995
ALK_fus	0.32137992	0.092136938	0.31085084	0.15854511	-1.767313	-0.15629237
ALK_fus	-0.55117162	0.10543466	-0.52748421	-1.7333863	-11.212771	-1.2098888
ALK	0.47414492	0.053905939	0.47979923	-0.69430811	-21.675776	-1.178094
ALK	-0.064142723	0.57719118	-0.16751193	-0.42439223	-0.62414242	-0.26086694
ALK	0.59154954	0.59148682	0.48433677	0.31236108	-0.47201129	-0.17596233
ALK	0.8261352	0.60124539	0.7174337	0.62778597	-0.32989729	-0.093634366
ALK	0.36255512	0.065369324	0.36944221	0.52223828	2.4427843	0.14880943
ALK	0.33251269	0.11890693	0.32162933	-0.30767998	-5.3839811	-0.63329595
ALK	0.022984428	0.05782449	0.022432124	-0.020086282	-0.74485239	-0.046505046
ALK	0.27978218	0.087421292	0.26090963	0.1364513	-1.6395419	-0.12844497
ALK	0.94660668	0.06094471	0.96303572	1.0087716	1.0200215	0.041749236
ALK	-0.2237921	0.11205456	-0.19918003	-0.77700174	-4.9369668	-0.58180835
ALK	0.13174515	0.058611863	0.12312004	-0.32863522	-7.8547302	-0.4557419
ALK	-0.61884909	0.082056117	-0.60486888	-1.3464198	-8.8667455	-0.74553756
ALK_fus	-0.39733645	0.089208588	-0.39060034	-0.7196073	-3.6125541	-0.3329936
ALK	0.19031267	0.057063874	0.17948786	0.11829805	-1.2620002	-0.06517645
ALK	-0.27063305	0.062385154	-0.27529622	-0.60089936	-5.2939889	-0.32958978
ALK	-0.14645081	0.049969946	-0.14640881	-0.076470484	1.4004483	0.065951686
ALK	-0.11336307	0.10055691	-0.12819356	-0.16700373	-0.53343582	-0.042796809
ALK	-0.078769573	0.097158135	-0.082344625	-0.70708085	-6.4668931	-0.62872287
ALK	0.0030923804	0.071614015	0.010866313	-0.5248835	-7.3725217	-0.53973645
ALK	-0.38165119	0.41841929	-0.46222227	-0.14106263	0.57499395	0.317173
rs9679162	0.58361665	0.099021429	0.57705569	0.76036191	1.7849193	0.17931958
rs12613732	0.20144164	0.095932741	0.22294092	-1.6208784	-18.995809	-1.847806
MONO-27	-1.0633754	0.3357873	-1.027852	-0.062287262	2.9813163	0.9615781
EML4_fus	0.14512568	0.42236264	0.061419301	0.16903053	0.056597928	0.10362459
EML4_fus	0.42587932	0.15232858	0.40339882	0.25951471	-1.0921431	-0.14787075
EML4_fus	0.44108558	0.39402015	0.37437714	0.48055736	0.10017707	0.10219358
EML4_fus	0.3683941	0.37815145	0.30684555	0.56526278	0.52060802	0.25443059
EML4_fus	0.66216328	0.44579873	0.58440368	0.80705434	0.32501452	0.21866402
EML4_fus	0.29286572	0.41495543	0.22125868	0.4586426	0.39950527	0.23339728
EML4_fus	0.41155407	0.14315166	0.43746378	-0.67755791	-7.6080988	-1.1190083
EML4_fus	0.57854599	0.21850167	0.62409471	0.65241761	0.33808265	0.024336263
EML4_fus	0.19673702	0.4633669	0.12209795	0.29261302	0.20691162	0.16652843
EML4_fus	0.81373515	0.19480408	0.78121962	0.72938382	-0.43300598	-0.055822441
EML4_fus	0.39182555	0.46102969	0.31750541	0.50097645	0.23675459	0.1794844
EML4_fus	0.1503904	0.33271617	0.10006023	0.138782	-0.03488979	0.034735132
EML4_fus	-0.46029669	0.24069463	-0.5197991	-0.84960187	-1.6174236	-0.33378941
EML4_fus	-0.4052858	0.20040711	-0.41567687	-0.58320541	-0.88779092	-0.17151518
EML4_fus	1.9932341	0.31337441	2.0711284	1.1973661	-2.5396714	-0.87774896
EML4_fus	0.38799867	0.10160076	0.38259708	0.057961634	-3.2483717	-0.32862209
PLEKHH2	-0.3349163	0.32936254	-0.25413309	-0.065903354	0.81676849	0.1842431
PLEKHH2	0.22572915	0.26837429	0.25654135	1.2826202	3.9381234	1.0220922
PIGF	-0.069848757	0.43154595	-0.15689955	-0.2773606	-0.48085688	-0.12444769
PIGF	0.21781749	0.21145682	0.20993138	-0.27880999	-2.3485999	-0.49272801
PIGF	0.46557716	0.42791859	0.38660784	0.20573213	-0.60723007	-0.18486235
PIGF	1.1263396	0.61040252	1.0120902	1.0508807	-0.12362151	0.034803881
PIGF	0.14468922	0.56225571	0.039512316	0.036916065	-0.19167997	-0.0065828919
PIGF	1.1744979	0.26343809	1.1369971	0.87341927	-1.1428819	-0.26756447
PIGF	0.47028789	0.58880785	0.36595362	0.2541334	-0.36710531	-0.11580686
PIGF	0.67503656	0.15286628	0.64305367	0.15612834	-3.3945237	-0.49091197
PIGF	0.19979398	0.53783911	0.10195619	-0.27849612	-0.88928099	-0.38443895
PIGF	0.41571846	0.37888433	0.34312586	-0.038914657	-1.1999259	-0.38602716
PIGF	0.18721236	0.17478983	0.15031185	0.020878362	-0.95162286	-0.13342013
PIGF	-0.075428823	0.46747804	-0.16736767	-0.50966462	-0.92889025	-0.34628359
PIGF	0.029008307	0.50287638	-0.067185615	-0.064693193	-0.18633108	-0.0014942189
PIGF	0.24498894	0.23902481	0.22740876	-0.19849494	-1.8553885	-0.42989034
PIGF	0.21052268	0.30038154	0.27748761	-0.58766982	-2.6572622	-0.86914407
PIGF	0.42606987	0.25836379	0.46375194	0.055340117	-1.4349137	-0.41239846
PIGF	0.72402807	0.044103043	0.72929018	0.72408924	0.0013870423	-0.0091875777
PIGF	0.87411505	0.11102469	0.84856764	1.0091888	1.2166098	0.1566345
PIGF	0.30120736	0.12492117	0.27031249	0.13354739	-1.3421262	-0.14075174
PIGF	1.4127845	0.095102517	1.4029263	1.1660078	-2.5948497	-0.24090518
PIGF	0.68858314	0.34083231	0.62651401	0.78807453	0.29190715	0.15757388
PIGF	1.3026225	0.12607971	1.2827873	1.3457232	0.34185289	0.058949273
PIGF	0.93165434	0.33733082	0.8671941	1.4393576	1.5050604	0.56817685
PIGF	0.47338925	0.22969867	0.52823732	0.72970771	1.1158901	0.19748375
PIGF	0.097217965	0.1376528	0.072120614	-0.23074408	-2.3825308	-0.30685133
PIGF	0.91156817	0.069776169	0.90881529	-0.0056118787	-13.144603	-0.91841381
PIGF	0.88369139	0.38704458	0.80386477	1.0249255	0.36490409	0.21707413
PIGF	1.1751819	0.14459895	1.1420292	1.222543	0.32753441	0.076527191
PIGF	0.021767331	0.44393361	-0.063665158	-0.030139977	-0.11692584	0.02953854
PIGF	1.4572811	0.22126596	1.5093921	1.5095164	0.23607464	-0.0038623581
PIGF	0.5382283	0.47371467	0.45585962	0.37432472	-0.34599642	-0.085521542
PIGF	0.98772126	0.24040863	1.054343	0.68757954	-1.2484648	-0.3707501
PIGF	0.048777604	0.39561185	0.0080049262	-0.34422444	-0.99340311	-0.356216
PIGF	-2.2816561	0.18058514	-2.2679395	-3.5655343	-7.1095449	-1.3015814
PIGF	-1.6815837	0.32968113	-1.6265862	-2.7211453	-3.1532336	-1.0985457
PIGF	-0.84251426	0.2185649	-0.82600359	-2.2674428	-6.5194758	-1.4454259
PIGF	-0.094717298	0.28870101	-0.054252886	-2.2777182	-7.5614591	-2.2274519
PIGF	0.41824769	0.30269041	0.37786763	0.29709284	-0.40025995	-0.08476143
PIGF	0.25247252	0.54419864	0.14916331	0.11734601	-0.24830365	-0.035803939
PIGF	0.49378812	0.12460731	0.48172315	-0.91566637	-11.31117	-1.4013762
PIGF	0.58491389	0.17079727	0.57858518	0.35576119	-1.3416649	-0.22681063
PIGF	0.1183972	0.26305779	0.059722967	-0.11049753	-0.87013096	-0.17420713
PIGF	0.1768761	0.1297574	0.16759825	0.13135854	-0.3507897	-0.04022635
PIGF	0.91143317	0.33131622	0.95714749	0.73774823	-0.52422711	-0.22338591
PIGF	0.12890577	0.27548045	0.18138471	-0.25307437	-1.3865962	-0.43844572
PIGF	-0.0053719772	0.10920495	0.016082015	-2.0031032	-18.293412	-2.0231718
PIGF	-1.540775	0.26829389	-1.5067295	-2.0329048	-1.8342939	-0.53016198
PIGF	-1.1915345	0.11547531	-1.1744055	-2.874694	-14.575925	-1.7042751
PIGF	-0.24945623	0.27592829	-0.19220713	-0.16974457	0.28888542	0.018475919
PIGF	0.30277465	0.074965656	0.32022881	0.0533663	-3.3269682	-0.27084915
PIGF	0.9002522	0.19771342	0.92926882	0.52254698	-1.9103672	-0.41070849
PIGF	0.47288349	0.19780499	0.5110301	-0.3700573	-4.2614738	-0.88507404
PIGF	0.0044833244	0.15214207	0.031419559	-1.0925365	-7.2104964	-1.1279427
PIGF	0.13992779	0.23831575	0.18573994	-0.28813096	-1.7961832	-0.47785754
PIGF	0.36039285	0.3212052	0.30223552	0.19887718	-0.50284264	-0.10734498
PIGF	0.58544599	0.25107386	0.53568871	0.83852982	1.0080055	0.29885447
PIGF	0.12235955	0.27151695	0.066388393	-0.090391917	-0.78356606	-0.16076695
PIGF	-0.10381824	0.23394272	-0.15720892	-0.50709841	-1.7238415	-0.35387613
PIGF	0.78459678	0.065857041	0.79079278	0.18400227	-9.1196704	-0.61077715
PIGF	-0.20393767	0.23176196	-0.23481928	-0.15323942	0.2187514	0.077593224
