Chr	start	end	gene	depth	sample20190415-I1-log2_ND
chr2	30142823	30143564	ALK	2699	0
chr2	31247437	31247590	rs9679162	1292	0.53430908
chr2	31249352	31249490	rs12613732	895	0.32901712
chr2	39536604	39536674	MONO-27	114	-1.3402432
chr2	42522529	42523298	EML4_fus	7404	0.19658735
chr2	42523299	42523617	EML4_fus	3170	0.38959046
chr2	42523639	42524361	EML4_fus	7412	0.42613001
chr2	42524369	42525025	EML4_fus	7301	0.38829503
chr2	42525029	42525829	EML4_fus	7891	0.67381903
chr2	42525844	42526575	EML4_fus	7514	0.3023452
chr2	42526644	42526754	EML4_fus	856	0.28824466
chr2	42527109	42527190	EML4_fus	824	0.78632143
chr2	42527194	42528136	EML4_fus	8771	0.15418694
chr2	42528144	42528491	EML4_fus	3089	0.94948419
chr2	42543089	42544023	EML4_fus	8966	0.40487846
chr2	42544044	42544602	EML4_fus	5358	0.15952408
chr2	42552569	42552704	EML4_fus	651	-0.42670459
chr2	42552774	42553087	EML4_fus	1966	-0.30151738
chr2	42553089	42553151	EML4_fus	1082	2.6059649
chr2	42553154	42553428	EML4_fus	2177	0.32151039
chr2	43937647	43937719	PLEKHH2	198	-0.75885394
chr2	43937737	43937811	PLEKHH2	240	0.091565595
chr2	46808260	46809066	PIGF	6138	-0.095103222
chr2	46809070	46809422	PIGF	2717	-0.039555195
chr2	46809430	46810286	PIGF	7622	0.19377948
chr2	46810295	46812901	PIGF	22164	1.1214726
chr2	46813200	46814570	PIGF	10908	0.16434805
chr2	46814595	46815044	PIGF	5149	1.3219885
chr2	46815045	46816643	PIGF	13618	0.48033475
chr2	46816650	46816962	PIGF	3130	0.63350661
chr2	46817020	46818258	PIGF	8432	0.34527192
chr2	46818265	46818904	PIGF	4425	0.46933996
chr2	46818910	46819225	PIGF	2621	0.15897867
chr2	46819310	46820222	PIGF	5943	-0.17190667
chr2	46820560	46821677	PIGF	8856	-0.040033221
chr2	46822190	46822298	PIGF	474	0.16373507
chr2	46822355	46822427	PIGF	547	0.80667688
chr2	46822580	46822656	PIGF	606	0.7346438
chr2	46822680	46822851	PIGF	1923	0.71759411
chr2	46822855	46823068	PIGF	2248	0.81842813
chr2	46823360	46823588	PIGF	1464	0.050175755
chr2	46823595	46823805	PIGF	2185	1.3468066
chr2	46823815	46824368	PIGF	8283	0.82693094
chr2	46824370	46824544	PIGF	2618	1.3684569
chr2	46824840	46825424	PIGF	7749	0.92893515
chr2	46825425	46825607	PIGF	1886	0.8384716
chr2	46825700	46825997	PIGF	2150	-0.12378184
chr2	46826005	46826184	PIGF	2171	0.86918188
chr2	46826190	46826884	PIGF	10513	0.82996827
chr2	46826885	46827196	PIGF	5854	1.2621058
chr2	46827210	46828052	PIGF	6618	0.083437797
chr2	46828060	46828189	PIGF	1638	1.9088398
chr2	46828210	46829182	PIGF	8623	0.66105369
chr2	46829185	46829315	PIGF	1283	1.4973506
chr2	46829335	46829998	PIGF	3807	0.22512852
chr2	46830680	46830785	PIGF	121	-2.4009524
chr2	46830890	46830958	PIGF	127	-1.2269404
chr2	46831070	46831162	PIGF	217	-0.92140984
chr2	46831845	46831918	PIGF	239	-0.39668806
chr2	46832150	46832639	PIGF	3204	0.46553475
chr2	46832650	46833859	PIGF	11248	0.28755771
chr2	46833865	46834032	PIGF	1448	0.49273601
chr2	46834120	46834266	PIGF	1043	0.83447001
chr2	46834285	46834708	PIGF	3120	-0.022806389
chr2	46835125	46835266	PIGF	977	0.11905594
chr2	46835270	46835341	PIGF	719	1.2683168
chr2	46835370	46835446	PIGF	573	0.59634869
chr2	46835525	46835669	PIGF	1000	0.18251459
chr2	46835785	46835863	PIGF	168	-1.454555
chr2	46836055	46836198	PIGF	394	-1.206076
chr2	46836320	46836397	PIGF	390	-0.025871541
chr2	46836425	46836604	PIGF	1333	0.1534857
chr2	46836620	46836720	PIGF	1106	0.96430515
chr2	46836755	46836849	PIGF	833	0.6369888
chr2	46836865	46836979	PIGF	721	0.01056356
chr2	46837015	46837092	PIGF	604	0.54423902
chr2	46837110	46837668	PIGF	4685	0.33515892
chr2	46837950	46838342	PIGF	4638	0.51243806
chr2	46838630	46839078	PIGF	3140	-0.036541392
chr2	46839110	46839493	PIGF	2617	-0.20425979
chr2	46839530	46839744	PIGF	1673	0.92984899
chr2	46839765	46840175	PIGF	2998	-0.13272145
chr2	46840240	46841732	PIGF	10329	0.43374216
chr2	46841745	46843142	PIGF	11324	0.22789774
chr2	46843185	46844371	PIGF	5963	-0.16249676
chr2	47389230	47389301	CALM2	62	-1.4616339
chr2	47630298	47630546	MSH2	488	-0.96070936
chr2	47635533	47635708	MSH2	847	-0.17282305
chr2	47637223	47637533	MSH2	2677	0.24062042
chr2	47639518	47639741	MSH2	815	-0.59587736
chr2	47641383	47641558	BAT-26	773	-0.52812525
chr2	47641583	47641650	BAT-26	193	0.20996123
chr2	47643413	47643582	MSH2	940	-0.29594505
chr2	47656853	47657096	MSH2	1366	-0.13036838
chr2	47672663	47672832	MSH2	1438	0.79879263
chr2	47690148	47690320	MSH2	926	-0.36709089
chr2	47693773	47693973	MSH2	1179	0.027340785
chr2	47698078	47699696	MSH2	13246	0.50595444
chr2	47699983	47700122	MSH2	506	-0.4566691
chr2	47700433	47700569	MSH2	667	0.36703826
chr2	47700888	47701604	MSH2	6887	0.58452928
chr2	47701893	47702020	MSH2	1692	1.1458746
chr2	47702043	47702137	MSH2	1952	2.3050285
chr2	47702143	47702415	MSH2	2020	0.052279033
chr2	47703473	47703726	MSH2	1720	-0.027509073
chr2	47705388	47705695	MSH2	2269	0.0090125552
chr2	47707808	47708024	MSH2	1309	-0.20927445
chr2	47709893	47710391	MSH2	2909	0.20030575
chr2	47739418	47739602	MSH2	908	-0.14113323
chr2	48010338	48010657	MSH6	637	-0.7141061
chr2	48011058	48011333	MSH6	790	-0.082248132
chr2	48011353	48011428	MSH6	287	-0.052536174
chr2	48018043	48018291	MSH6	1798	0.027323245
chr2	48022998	48023228	MSH6	668	-1.2453485
chr2	48025728	48028325	MSH6	18442	0.56661877
chr2	48030523	48030841	MSH6	3613	0.59966188
chr2	48032018	48032194	MSH6	1496	0.39928618
chr2	48032743	48032886	MSH6	549	-0.39731191
chr2	48033313	48033532	MSH6	1614	0.17598488
chr2	48033558	48033816	MSH6	1700	-0.12576291
chr2	48033913	48034017	MSH6	443	-0.50952355
chr2	61009709	61009780	PAPOLG	188	-0.67837515
chr2	61009804	61009874	PAPOLG	133	-0.56388072
chr2	61128204	61128275	REL	291	0.77229832
chr2	61705929	61706134	XPO1	1344	-0.095989889
chr2	61708294	61708433	XPO1	445	-0.83936932
chr2	61709484	61709695	XPO1	1544	0.4342726
chr2	61710069	61710241	XPO1	606	-0.60230627
chr2	61711049	61711253	XPO1	1234	-0.017761068
chr2	61712879	61713116	XPO1	1641	0.017606767
chr2	61715274	61715440	XPO1	1175	0.18442457
chr2	61715689	61715940	XPO1	1641	-0.14402614
chr2	61717754	61717923	XPO1	1625	0.57353237
chr2	61719144	61719348	XPO1	1277	-0.15744117
chr2	61719434	61719642	XPO1	2045	1.1630826
chr2	61719679	61719920	XPO1	2456	0.71752277
chr2	61720024	61720197	XPO1	1397	0.51480541
chr2	61721004	61721251	XPO1	1170	-0.61321119
chr2	61722554	61722775	XPO1	1242	-0.16381632
chr2	61723984	61724159	XPO1	1041	-0.1630123
chr2	61725774	61725957	XPO1	1258	0.30898459
chr2	61725979	61726055	XPO1	473	1.0361163
chr2	61726824	61727070	XPO1	1819	0.24379097
chr2	61729074	61729215	XPO1	622	0.26696497
chr2	61729339	61729470	XPO1	797	0.31503664
chr2	61749709	61749847	XPO1	979	0.45853134
chr2	61752359	61752500	XPO1	987	0.1029356
chr2	61752604	61753298	XPO1	5818	0.37530469
chr2	61753314	61753480	XPO1	1605	1.4395593
chr2	61753529	61753668	XPO1	1045	0.38548384
chr2	61760884	61761042	XPO1	712	-0.54755573
chr2	66662803	66662872	MEIS1	196	-0.26607508
chr2	66662888	66662952	MEIS1	233	0
chr2	68400633	68400701	PNO1	97	-1.5509364
chr2	75882082	75882157	MRPL19	177	-0.23911157
chr2	75882172	75882240	MRPL19	227	-0.40212292
chr2	84676812	84676890	SUCLG1	89	-2.3049455
chr2	84676902	84676967	SUCLG1	116	-0.49381652
chr2	95849299	95849366	NR-24	376	0.40939487
chr2	122520632	122520707	TSN	254	-0.53986856
chr2	136872415	136873539	CXCR4	7769	-0.079781678
chr2	136873545	136873816	CXCR4	2392	0.31394921
chr2	136875550	136875691	CXCR4	598	-0.32862151
chr2	153576182	153576254	ARL6IP6	188	-0.45689411
chr2	170010910	170011052	rs2075252	709	-0.38458465
chr2	178095482	178096583	NFE2L2	12070	0.43792834
chr2	178096597	178096770	NFE2L2	1818	0.67520635
chr2	178097127	178097329	NFE2L2	1094	-0.31912345
chr2	178097947	178098088	NFE2L2	1958	1.0681555
chr2	178098702	178099018	NFE2L2	3358	0.42296442
chr2	178128097	178128637	NFE2L2	1999	-0.38795084
chr2	178129197	178129353	NFE2L2	499	0.28131116
chr2	181925517	181925589	UBE2E3	74	-2.1072804
chr2	191552039	191552115	NAB1	171	-1.1582328
chr2	198257046	198257211	SF3B1	1305	0.33556846
chr2	198257686	198257936	SF3B1	1218	-0.55431206
chr2	198260756	198261070	SF3B1	2553	0.087261088
chr2	198262686	198262859	SF3B1	1268	0.064090413
chr2	198263161	198263336	SF3B1	1804	0.61003052
chr2	198263656	198263794	SF3B1	630	-0.47821588
chr2	198264756	198264921	SF3B1	1440	0.504211
chr2	198264951	198265161	SF3B1	1928	0.33848639
chr2	198265411	198265685	SF3B1	2632	0.51364047
chr2	198266101	198266264	SF3B1	1640	0.70289935
chr2	198266441	198266613	SF3B1	1013	-0.21301217
chr2	198266686	198266889	SF3B1	1594	0.24753177
chr2	198267256	198267583	SF3B1	1652	-0.63105337
chr2	198267641	198267779	SF3B1	759	-0.089769251
chr2	198268281	198268528	SF3B1	1346	-0.41807401
chr2	198269766	198269899	SF3B1	1000	0.61741569
chr2	198269971	198270214	SF3B1	1662	-0.011487486
chr2	198272686	198272864	SF3B1	1314	0.14113427
chr2	198273061	198273313	SF3B1	2200	0.36817056
chr2	198274471	198274743	SF3B1	2957	0.92274996
chr2	198281451	198281664	SF3B1	2207	0.62176954
chr2	198283211	198283342	SF3B1	1437	0.79710083
chr2	198283356	198283714	SF3B1	3054	0.53149625
chr2	198285126	198285300	SF3B1	1614	0.41417011
chr2	198285731	198285872	SF3B1	715	-0.39111142
chr2	198288501	198288718	SF3B1	1439	-0.10050176
chr2	198299646	198299794	SF3B1	494	-0.4164911
chr2	202122923	202123144	CASP8	1231	0.016142027
chr2	202125193	202125367	CASP8	1229	0.13157282
chr2	202131153	202131539	CASP8	2183	-0.45071123
chr2	202134198	202134349	CASP8	613	-0.35157915
chr2	202136213	202136386	CASP8	963	-0.34497105
chr2	202137333	202137518	CASP8	1218	0.026388051
chr2	202137558	202137702	CASP8	993	0.23640888
chr2	202139573	202139704	CASP8	1035	0.39020942
chr2	202141518	202141728	CASP8	1638	0.10052384
chr2	202141748	202141841	CASP8	817	0.68425764
chr2	202142698	202142866	CASP8	1168	0.11462822
chr2	202146513	202146657	CASP8	2596	1.4784891
chr2	202149503	202150072	CASP8	6520	0.48569403
chr2	202151148	202151331	CASP8	979	-0.23883899
chr2	202430349	202430422	ALS2CR11	298	0.58405047
chr2	202430444	202430515	ALS2CR11	461	0.62789551
chr2	207014584	207014662	NDUFS1	81	-2.4426859
chr2	209101765	209101907	IDH1	451	-1.0324956
chr2	209103770	209103972	IDH1	1023	-0.421324
chr2	209104560	209104750	IDH1	1167	0.12363976
chr2	209106685	209106897	IDH1	1383	0.08625713
chr2	209108125	209108365	IDH1	1723	0.022171771
chr2	209110020	209110158	IDH1	1014	0.16653223
chr2	209113070	209113414	IDH1	3023	0.18077293
chr2	209116120	209116298	IDH1	1291	0.10487547
chr2	212248304	212248793	ERBB4	4992	0.44433873
chr2	212251544	212251910	ERBB4	3242	0.40310689
chr2	212252609	212252760	ERBB4	855	-0.085023176
chr2	212285144	212285364	ERBB4	1354	-0.19748411
chr2	212286709	212286845	ERBB4	934	0.009529656
chr2	212288844	212289051	ERBB4	1853	0.32413334
chr2	212293094	212293234	ERBB4	1067	0.24730582
chr2	212295644	212295847	ERBB4	1921	0.49759005
chr2	212426604	212426850	ERBB4	1655	-0.077036837
chr2	212483874	212484009	ERBB4	1208	0.52777158
chr2	212488614	212488802	ERBB4	1512	0.26029739
chr2	212495164	212495338	ERBB4	1652	0.48877645
chr2	212522439	212522580	ERBB4	1170	0.38182275
chr2	212522624	212522737	ERBB4	764	0.17505168
chr2	212530022	212530223	ERBB4	1953	0.53508777
chr2	212537852	212538002	ERBB4	920	0.27917143
chr2	212543747	212543931	ERBB4	802	-0.32787241
chr2	212566682	212566926	ERBB4	2607	0.6240213
chr2	212568792	212568941	ERBB4	579	-0.61980617
chr2	212570007	212570143	ERBB4	1090	0.22066747
chr2	212576752	212576940	ERBB4	688	-0.87239021
chr2	212578232	212578382	ERBB4	803	-0.10324686
chr2	212587092	212587304	ERBB4	1745	0.21813412
chr2	212589777	212589959	ERBB4	1655	0.71278924
chr2	212615312	212615465	ERBB4	1011	0.21079943
chr2	212652727	212652895	ERBB4	1092	0.030035788
chr2	212812132	212812374	ERBB4	2050	0.27019963
chr2	212989452	212989666	ERBB4	1539	0.12105806
chr2	213403132	213403286	ERBB4	1021	0.87440342
chr2	215593374	215593753	BARD1	3167	0.14210179
chr2	215595109	215595240	BARD1	1589	0.96346266
chr2	215609764	215609880	BARD1	549	-0.38098471
chr2	215610424	215610605	BARD1	1245	0.075872627
chr2	215617149	215617319	BARD1	1089	-0.091017697
chr2	215632184	215632392	BARD1	1554	0.056773601
chr2	215633924	215634058	BARD1	852	-0.012257224
chr2	215645259	215645950	BARD1	6665	0.12041214
chr2	215645969	215646241	BARD1	3397	0.80220344
chr2	215656999	215657174	BARD1	1094	-0.14738314
chr2	215661739	215661875	BARD1	701	-0.10128847
chr2	215674114	215674318	BARD1	556	-0.12355255
chr2	216212259	216212414	rs4673993	725	-0.4289299
chr2	219103240	219103313	ARPC2	147	-0.85380356
chr2	225338940	225339104	CUL3	1356	0.4023745
chr2	225342895	225343098	CUL3	2700	0.91553524
chr2	225346585	225346828	CUL3	2335	0.44462355
chr2	225360525	225360695	CUL3	1714	0.63395218
chr2	225362445	225362591	CUL3	1162	0.42412214
chr2	225365045	225365224	CUL3	1395	0.2841028
chr2	225367655	225367800	CUL3	1252	0.45081098
chr2	225368335	225368547	CUL3	2048	0.89655175
chr2	225370650	225370855	CUL3	1487	0.071856545
chr2	225371545	225371754	CUL3	1700	0.17433752
chr2	225376045	225376319	CUL3	3197	0.95595212
chr2	225378215	225378385	CUL3	938	-0.01369229
chr2	225379295	225379508	CUL3	1983	0.42349278
chr2	225400220	225400397	CUL3	1231	0.33617566
chr2	225422350	225422599	CUL3	1575	-0.16851352
chr2	225434370	225434548	CUL3	506	-0.44594062
chr2	225449620	225449754	CUL3	664	0.86185404
chr2	231678622	231678696	CAB39	257	-0.38781203
chr2	234668795	234668870	rs873478	369	0
chr2	234668885	234668961	rs873478	305	0.12246509
chr2	234669070	234669208	rs4148323	620	-0.31576933
chr2	241080057	241080193	rs2291767	458	-0.61944733
chr2	242793177	242793462	PDCD1	607	-0.97254985
chr2	242794037	242794192	PDCD1	252	-1.1856963
chr2	242794317	242794537	PDCD1	307	-1.1847725
chr2	242794742	242795158	PDCD1	1381	-0.30095316
chr2	242800877	242801024	PDCD1	442	0.15770994
chr3	10076024	10076091	FANCD2	148	-0.13876651
chr3	10183499	10183890	VHL	1055	-0.35974447
chr3	10188174	10188343	VHL	1114	0.013874958
chr3	10191444	10192077	VHL	3910	-0.48316675
chr3	12393057	12393203	PPARG	896	0.081471663
chr3	12421172	12421451	PPARG	2433	0.26948696
chr3	12422787	12423003	PPARG	1045	-0.52783946
chr3	12434087	12434269	PPARG	1064	-0.12520781
chr3	12447347	12447608	PPARG	1355	-0.28963366
chr3	12458167	12458673	PPARG	3273	-0.29817429
chr3	12475367	12475685	PPARG	1366	-0.61568863
chr3	12625987	12626199	RAF1	1166	-0.073482474
chr3	12626312	12626494	RAF1	1467	0.38606867
chr3	12626597	12626938	RAF1	2581	0.034604006
chr3	12627157	12627327	RAF1	992	-0.19347705
chr3	12629032	12629176	RAF1	549	-0.51835224
chr3	12632272	12632478	RAF1	1381	0.17854617
chr3	12633172	12633310	RAF1	970	0.32504761
chr3	12641162	12641347	RAF1	1096	-0.061735834
chr3	12641617	12641800	RAF1	1796	0.85230694
chr3	12641827	12641967	RAF1	1042	0.17884147
chr3	12645607	12645829	RAF1	1262	-0.11700996
chr3	12647677	12647815	RAF1	417	-1.1728139
chr3	12650232	12650447	RAF1	1053	-0.48368017
chr3	12650707	12650846	RAF1	819	-0.16220342
chr3	12653417	12653598	RAF1	937	-0.21380184
chr3	12659992	12660238	RAF1	1233	-0.49750088
chr3	14187378	14187519	rs2228001	691	0.17961404
chr3	25679733	25679808	TOP2B	128	-1.2968067
chr3	30648347	30648487	TGFBR2	322	-0.42588261
chr3	30664647	30664796	TGFBR2	719	-0.26574582
chr3	30686217	30686435	TGFBR2	1297	-0.24578382
chr3	30691737	30691979	TGFBR2	1342	-0.34981854
chr3	30713107	30713949	TGFBR2	5578	-0.034585839
chr3	30715572	30715783	TGFBR2	1725	0.29516956
chr3	30729847	30730026	TGFBR2	930	-0.14474135
chr3	30732887	30733125	TGFBR2	1323	0.20920307
chr3	32997042	32997106	CCR4	22	-2.8916573
chr3	37035017	37035194	MLH1	1434	0.79769316
chr3	37035232	37035403	MLH1	1671	1.0048296
chr3	37038082	37038215	MLH1	731	-0.27025483
chr3	37038612	37038821	MLH1	1474	-0.014934807
chr3	37042422	37042632	MLH1	1286	-0.13157211
chr3	37045847	37045997	MLH1	1027	0.23960775
chr3	37048437	37048592	MLH1	688	-0.47387536
chr3	37050277	37050416	MLH1	799	-0.17204948
chr3	37053302	37053393	MLH1	1165	1.2648291
chr3	37053467	37053670	MLH1	2084	0.5715984
chr3	37055837	37056118	MLH1	1574	-0.3080037
chr3	37058972	37059107	MLH1	1081	0.21230024
chr3	37061767	37061988	MLH1	1205	-0.15844885
chr3	37067117	37067528	MLH1	2139	-0.42099125
chr3	37070247	37070459	MLH1	1327	-0.089120379
chr3	37081662	37081810	MLH1	874	0.058305147
chr3	37083707	37083849	MLH1	1126	0.50779464
chr3	37088982	37089203	MLH1	1479	-0.057743532
chr3	37089977	37090122	MLH1	1042	0.29277236
chr3	37090367	37090549	MLH1	1055	-0.050086146
chr3	37091952	37092171	MLH1	1579	0.020073254
chr3	38180129	38180545	MYD88	2262	0.56797792
chr3	38181319	38181509	MYD88	657	-0.50905196
chr3	38181854	38182099	MYD88	2121	0.68456901
chr3	38182219	38182371	MYD88	974	0.51373167
chr3	38182589	38182802	MYD88	1543	0.51020787
chr3	41265491	41265635	CTNNB1	1165	0.36151661
chr3	41265991	41266264	CTNNB1	2193	0.15652899
chr3	41266421	41266733	CTNNB1	1933	-0.24561158
chr3	41266791	41267089	CTNNB1	2867	0.37637751
chr3	41267121	41267364	CTNNB1	2819	0.72495944
chr3	41268691	41268869	CTNNB1	955	-0.34081489
chr3	41274796	41274941	CTNNB1	1362	0.5937382
chr3	41274986	41275372	CTNNB1	3404	0.23743823
chr3	41275606	41275823	CTNNB1	1756	0.32354959
chr3	41277181	41277358	CTNNB1	1773	0.63444395
chr3	41277811	41278015	CTNNB1	1496	0.14472138
chr3	41278056	41278238	CTNNB1	1149	0.054433065
chr3	41279466	41279612	CTNNB1	1067	0.29664
chr3	41280596	41280852	CTNNB1	1461	-0.093486243
chr3	41960011	41960087	ULK4	67	-2.3604684
chr3	47058551	47058771	SETD2	2038	0.47055739
chr3	47059106	47059243	SETD2	819	0.022688995
chr3	47061206	47061349	SETD2	1263	0.48043162
chr3	47079121	47079307	SETD2	990	-0.16670933
chr3	47084026	47084197	SETD2	1383	0.21973784
chr3	47087946	47088123	SETD2	1049	-0.11702026
chr3	47098286	47099008	SETD2	5810	0.0012488185
chr3	47103631	47103866	SETD2	3949	1.3677634
chr3	47108501	47108647	SETD2	1131	0.43187062
chr3	47122266	47122616	SETD2	2987	0.16507937
chr3	47125186	47125876	SETD2	7222	0.32561642
chr3	47127651	47127839	SETD2	1566	0.49079199
chr3	47129581	47129753	SETD2	1200	-0.0026229691
chr3	47139421	47139594	SETD2	2287	1.0006856
chr3	47142921	47143061	SETD2	689	-0.44455068
chr3	47144796	47144939	SETD2	1121	0.32914339
chr3	47147461	47147627	SETD2	1141	0.073103746
chr3	47155336	47155507	SETD2	1230	0.019335154
chr3	47158081	47158262	SETD2	1045	-0.094284667
chr3	47161646	47166061	SETD2	40566	1.6794418
chr3	47168061	47168173	SETD2	573	0.11657984
chr3	47205306	47205445	SETD2	227	-0.74897272
chr3	52436282	52436469	BAP1	599	-0.11217461
chr3	52436582	52436729	BAP1	778	0.086483485
chr3	52436772	52436995	BAP1	1246	0.027872752
chr3	52437122	52437346	BAP1	1351	0.27339067
chr3	52437397	52437934	BAP1	2578	-0.14262963
chr3	52438442	52438624	BAP1	669	-0.23179295
chr3	52439092	52439356	BAP1	733	-0.85988173
chr3	52439752	52439967	BAP1	1148	0.059603536
chr3	52440247	52440425	BAP1	835	0.14930792
chr3	52440812	52440953	BAP1	708	0.52177844
chr3	52441167	52441369	BAP1	1011	0.045081267
chr3	52441372	52441514	BAP1	953	0.37519296
chr3	52441947	52442130	BAP1	597	-0.52044532
chr3	52442462	52442634	BAP1	520	-1.130464
chr3	52443522	52443657	BAP1	1305	1.1000668
chr3	52443667	52443939	BAP1	1846	1.1639152
chr3	52582057	52582262	PBRM1	1350	0.098415597
chr3	52584402	52584693	PBRM1	1736	-0.10024876
chr3	52584717	52584874	PBRM1	1086	0.31645115
chr3	52588712	52588939	PBRM1	934	-0.28161844
chr3	52592237	52592465	PBRM1	1024	-0.38710443
chr3	52595747	52595994	PBRM1	2117	0.42217202
chr3	52597267	52597516	PBRM1	2114	0.27883011
chr3	52598042	52598281	PBRM1	1424	-0.22853917
chr3	52610527	52610739	PBRM1	2018	0.4317204
chr3	52613037	52613248	PBRM1	2415	0.77663013
chr3	52620417	52620719	PBRM1	1940	-0.17732411
chr3	52621347	52621543	PBRM1	1087	-0.29740013
chr3	52623062	52623282	PBRM1	2433	0.69912157
chr3	52637509	52637789	PBRM1	2572	0.61315747
chr3	52643304	52643996	PBRM1	5320	-0.17855906
chr3	52649334	52649480	PBRM1	1271	0.54354336
chr3	52651249	52651564	PBRM1	2924	0.27798065
chr3	52658854	52659000	PBRM1	572	-0.59397027
chr3	52661264	52661407	PBRM1	1035	0.18728728
chr3	52662884	52663088	PBRM1	1280	0.079209476
chr3	52668594	52668867	PBRM1	2055	0.086681533
chr3	52675939	52676075	PBRM1	707	-0.39083223
chr3	52677234	52677389	PBRM1	927	0.0097308176
chr3	52678689	52678787	PBRM1	914	0.89722447
chr3	52682349	52682487	PBRM1	1198	0.58451084
chr3	52685714	52685859	PBRM1	746	-0.25507835
chr3	52692189	52692359	PBRM1	1103	-0.092614165
chr3	52696119	52696305	PBRM1	1685	0.47260879
chr3	52702489	52702670	PBRM1	1276	0.52245923
chr3	52712489	52712629	PBRM1	937	0.091965158
chr3	52713554	52713773	PBRM1	1603	0.10824945
chr3	52715664	52715800	PBRM1	745	-0.2224773
chr3	69788717	69788867	MITF	559	-0.27264257
chr3	69812682	69812851	MITF	1124	0.066592677
chr3	69812932	69813112	MITF	1250	0.097506047
chr3	69915342	69915533	MITF	1149	-0.16144178
chr3	69928252	69928571	MITF	1595	-0.21094697
chr3	69985722	69985937	MITF	1941	0.34387748
chr3	69986947	69987222	MITF	2269	0.46203678
chr3	69987477	69988372	MITF	8775	0.23825644
chr3	69990362	69990497	MITF	859	-0.07250589
chr3	69998177	69998354	MITF	1786	0.67610956
chr3	70000922	70001061	MITF	811	-0.18427294
chr3	70005562	70005708	MITF	845	-0.070105182
chr3	70008402	70008607	MITF	1390	-0.024316616
chr3	70013972	70014439	MITF	3779	0.20246449
chr3	71008363	71008579	FOXP1	1681	0.36656981
chr3	71015013	71015226	FOXP1	2244	0.83485575
chr3	71019838	71019979	FOXP1	890	-0.032072718
chr3	71021138	71021356	FOXP1	1329	-0.10279842
chr3	71021683	71021859	FOXP1	2074	0.78872893
