Chr	start	end	gene	depth	R-181108-995555-BLD-101100_BC_E18111102-16-DNA_F1811112948-6_L181111-00002-A4_20181113-C11_panel12_P181114419-3_sample20181114-A3-A00168-log2_ND
chr2	29541938	29542095	ALK_fus	962	-0.42678964
chr2	29543593	29543802	ALK	2326	0.28559934
chr2	29551188	29551379	ALK	1455	-0.20900699
chr2	29606563	29606747	ALK	1561	-0.035008996
chr2	29754748	29755008	ALK	2259	-0.10410497
chr2	29917693	29917960	ALK	1960	-0.34459665
chr2	29940408	29940600	ALK	1000	0.78581998
chr2	30142823	30143564	ALK	5803	-0.4597231
chr2	31247437	31247590	rs9679162	1758	0.97034151
chr2	31249352	31249490	rs12613732	1165	-0.033766055
chr2	39536604	39536674	MONO-27	74	-1.134136
chr2	42522529	42523298	EML4_fus	2317	0.17688731
chr2	42523299	42523617	EML4_fus	2171	0.25050906
chr2	42523639	42524361	EML4_fus	2686	1.0220948
chr2	42524369	42525025	EML4_fus	3031	0.45240574
chr2	42525029	42525829	EML4_fus	1352	0.50345799
chr2	42525844	42526575	EML4_fus	2285	0.30038755
chr2	42526644	42526754	EML4_fus	312	-0.67059482
chr2	42527109	42527190	EML4_fus	471	0.033433077
chr2	42527194	42528136	EML4_fus	3801	-0.0056464477
chr2	42528144	42528491	EML4_fus	303	0.29923568
chr2	42543089	42544023	EML4_fus	2783	0.73449122
chr2	42544044	42544602	EML4_fus	2682	0.13375416
chr2	42552569	42552704	EML4_fus	298	0.15089803
chr2	42552774	42553087	EML4_fus	508	-0.90879019
chr2	42553089	42553151	EML4_fus	149	1.7739859
chr2	42553154	42553428	EML4_fus	465	0.36081832
chr2	43937647	43937719	PLEKHH2	53	-2.4206745
chr2	43937737	43937811	PLEKHH2	56	0.21872763
chr2	46808260	46809066	PIGF	2661	0.43311866
chr2	46809070	46809422	PIGF	1702	0.49860581
chr2	46809430	46810286	PIGF	3434	0.87899465
chr2	46810295	46812901	PIGF	4996	1.188233
chr2	46813200	46814570	PIGF	2983	0.2703445
chr2	46814595	46815044	PIGF	1103	1.7890932
chr2	46815045	46816643	PIGF	3143	0.58450356
chr2	46816650	46816962	PIGF	669	0.73853619
chr2	46817020	46818258	PIGF	1078	-0.11205115
chr2	46818265	46818904	PIGF	436	-0.14687806
chr2	46818910	46819225	PIGF	1318	1.0274644
chr2	46819310	46820222	PIGF	2744	0.61681482
chr2	46820560	46821677	PIGF	5347	0.10584094
chr2	46822190	46822298	PIGF	208	1.6706583
chr2	46822355	46822427	PIGF	261	-0.83045763
chr2	46822580	46822656	PIGF	142	0.16278732
chr2	46822680	46822851	PIGF	585	0.91929409
chr2	46822855	46823068	PIGF	1041	1.9990687
chr2	46823360	46823588	PIGF	736	1.2707324
chr2	46823595	46823805	PIGF	411	1.7917151
chr2	46823815	46824368	PIGF	3978	0.7259818
chr2	46824370	46824544	PIGF	1303	2.5743662
chr2	46824840	46825424	PIGF	1764	0.97085365
chr2	46825425	46825607	PIGF	386	0.50530145
chr2	46825700	46825997	PIGF	1684	0.39739975
chr2	46826005	46826184	PIGF	1446	0.96576498
chr2	46826190	46826884	PIGF	3528	0.86448566
chr2	46826885	46827196	PIGF	2889	1.1490887
chr2	46827210	46828052	PIGF	1364	-0.16616407
chr2	46828060	46828189	PIGF	58	-0.069438414
chr2	46828210	46829182	PIGF	1420	0.42968054
chr2	46829185	46829315	PIGF	31	-1.062476
chr2	46829335	46829998	PIGF	172	-1.5154164
chr2	46830680	46830785	PIGF	99	-2.6373676
chr2	46830890	46830958	PIGF	44	-2.2638288
chr2	46831070	46831162	PIGF	53	-0.67036404
chr2	46831845	46831918	PIGF	113	-2.3817564
chr2	46832150	46832639	PIGF	293	-0.35105081
chr2	46832650	46833859	PIGF	2911	0.347424
chr2	46833865	46834032	PIGF	563	1.1025109
chr2	46834120	46834266	PIGF	443	2.1508994
chr2	46834285	46834708	PIGF	1648	0.99513948
chr2	46835125	46835266	PIGF	975	0.37531449
chr2	46835270	46835341	PIGF	530	1.4331142
chr2	46835370	46835446	PIGF	341	0.50296548
chr2	46835525	46835669	PIGF	536	-0.44254302
chr2	46835785	46835863	PIGF	94	-1.3959242
chr2	46836055	46836198	PIGF	366	-1.3586124
chr2	46836320	46836397	PIGF	332	-0.50937819
chr2	46836425	46836604	PIGF	823	0.31133129
chr2	46836620	46836720	PIGF	458	1.1113611
chr2	46836755	46836849	PIGF	441	0.036620787
chr2	46836865	46836979	PIGF	552	0.60494278
chr2	46837015	46837092	PIGF	379	0.87127831
chr2	46837110	46837668	PIGF	1196	0.65080935
chr2	46837950	46838342	PIGF	3991	0.93642991
chr2	46838630	46839078	PIGF	1125	0.64790597
chr2	46839110	46839493	PIGF	1016	-0.093092471
chr2	46839530	46839744	PIGF	258	0.936909
chr2	46839765	46840175	PIGF	743	-1.0188892
chr2	46840240	46841732	PIGF	1192	-0.21422309
chr2	46841745	46843142	PIGF	2958	0.30901817
chr2	46843185	46844371	PIGF	9345	-0.72792816
chr2	47389230	47389301	CALM2	29	-0.41932754
chr2	47630298	47630546	MSH2	1272	-0.80136369
chr2	47635533	47635708	MSH2	189	0.019811489
chr2	47637223	47637533	MSH2	2065	-0.12277587
chr2	47639518	47639741	MSH2	124	-0.87955364
chr2	47641383	47641558	BAT-26	226	-0.39681826
chr2	47641583	47641650	BAT-26	58	0.61276787
chr2	47643413	47643582	MSH2	421	-0.41488761
chr2	47656853	47657096	MSH2	681	1.0273971
chr2	47672663	47672832	MSH2	132	-0.075681352
chr2	47690148	47690320	MSH2	176	-1.2391263
chr2	47693773	47693973	MSH2	117	-1.0243085
chr2	47698078	47699696	MSH2	3999	1.0499135
chr2	47699983	47700122	MSH2	371	1.5650076
chr2	47700433	47700569	MSH2	462	2.6685272
chr2	47700888	47701604	MSH2	2456	1.4785318
chr2	47701893	47702020	MSH2	951	0.8318339
chr2	47702043	47702137	MSH2	685	3.1684123
chr2	47702143	47702415	MSH2	1080	0.70988323
chr2	47703473	47703726	MSH2	1604	-0.031362128
chr2	47705388	47705695	MSH2	993	0.17750553
chr2	47707808	47708024	MSH2	596	-0.80099428
chr2	47709893	47710391	MSH2	496	0.23241199
chr2	47739418	47739602	MSH2	1381	-0.19512094
chr2	48010338	48010657	MSH6	1755	-0.65313856
chr2	48011058	48011333	MSH6	1766	-0.27245745
chr2	48011353	48011428	MSH6	701	0.11015765
chr2	48018043	48018291	MSH6	2190	0.19058273
chr2	48022998	48023228	MSH6	1003	-0.31506603
chr2	48025728	48028325	MSH6	18875	0.77571563
chr2	48030523	48030841	MSH6	3256	0.53963498
chr2	48032018	48032194	MSH6	1149	0.035360319
chr2	48032743	48032886	MSH6	261	0.89646546
chr2	48033313	48033532	MSH6	957	1.4602515
chr2	48033558	48033816	MSH6	814	0.32857327
chr2	48033913	48034017	MSH6	173	-0.94184074
chr2	61009709	61009780	PAPOLG	290	0.9156135
chr2	61009804	61009874	PAPOLG	166	1.812574
chr2	61128204	61128275	REL	157	2.0354501
chr2	61705929	61706134	XPO1	904	0.64562896
chr2	61708294	61708433	XPO1	130	-0.46686391
chr2	61709484	61709695	XPO1	628	1.6274779
chr2	61710069	61710241	XPO1	313	0.91928274
chr2	61711049	61711253	XPO1	391	0.46845856
chr2	61712879	61713116	XPO1	647	0.016896554
chr2	61715274	61715440	XPO1	307	0.16663452
chr2	61715689	61715940	XPO1	1010	0.95143261
chr2	61717754	61717923	XPO1	849	1.6195275
chr2	61719144	61719348	XPO1	601	0.1380385
chr2	61719434	61719642	XPO1	298	1.1087191
chr2	61719679	61719920	XPO1	299	-0.23213655
chr2	61720024	61720197	XPO1	132	-0.5992534
chr2	61721004	61721251	XPO1	502	-0.81144813
chr2	61722554	61722775	XPO1	238	-0.47308599
chr2	61723984	61724159	XPO1	255	-0.70959831
chr2	61725774	61725957	XPO1	271	0.23557301
chr2	61725979	61726055	XPO1	89	1.0485551
chr2	61726824	61727070	XPO1	433	0.45052792
chr2	61729074	61729215	XPO1	31	-1.2373614
chr2	61729339	61729470	XPO1	197	0.6890342
chr2	61749709	61749847	XPO1	280	1.094082
chr2	61752359	61752500	XPO1	544	-0.29238152
chr2	61752604	61753298	XPO1	1177	0.49931917
chr2	61753314	61753480	XPO1	180	1.1141022
chr2	61753529	61753668	XPO1	123	-0.54794337
chr2	61760884	61761042	XPO1	211	-1.5536468
chr2	66662803	66662872	MEIS1	542	-0.22314218
chr2	66662888	66662952	MEIS1	524	2.8962921
chr2	68400633	68400701	PNO1	161	-1.4606308
chr2	75882082	75882157	MRPL19	79	0.9478531
chr2	75882172	75882240	MRPL19	91	-1.8195075
chr2	84676812	84676890	SUCLG1	92	-2.0671902
chr2	84676902	84676967	SUCLG1	94	1.349357
chr2	95849299	95849366	NR-24	581	0.14561519
chr2	122520632	122520707	TSN	428	0.39675413
chr2	136872415	136873539	CXCR4	10820	-0.33256747
chr2	136873545	136873816	CXCR4	1964	1.126572
chr2	136875550	136875691	CXCR4	1213	0.0023903318
chr2	153576182	153576254	ARL6IP6	95	0.21935836
chr2	170010910	170011052	rs2075252	297	0.010513227
chr2	178095482	178096583	NFE2L2	9155	0.31141311
chr2	178096597	178096770	NFE2L2	752	1.2542576
chr2	178097127	178097329	NFE2L2	959	-0.46323912
chr2	178097947	178098088	NFE2L2	892	0.57216634
chr2	178098702	178099018	NFE2L2	2446	0.60366819
chr2	178128097	178128637	NFE2L2	3343	-0.9804466
chr2	178129197	178129353	NFE2L2	1143	0.039141084
chr2	181925517	181925589	UBE2E3	44	-2.1143903
chr2	191552039	191552115	NAB1	257	0.97542431
chr2	198257046	198257211	SF3B1	635	0.41398031
chr2	198257686	198257936	SF3B1	1156	-0.27811626
chr2	198260756	198261070	SF3B1	568	-0.53485189
chr2	198262686	198262859	SF3B1	362	-0.50461362
chr2	198263161	198263336	SF3B1	392	0.066570738
chr2	198263656	198263794	SF3B1	461	-0.83949925
chr2	198264756	198264921	SF3B1	660	1.2480367
chr2	198264951	198265161	SF3B1	1349	0.45277903
chr2	198265411	198265685	SF3B1	509	0.094433619
chr2	198266101	198266264	SF3B1	244	-0.64245333
chr2	198266441	198266613	SF3B1	182	-0.8239862
chr2	198266686	198266889	SF3B1	1047	-0.25889066
chr2	198267256	198267583	SF3B1	1352	-0.29407342
chr2	198267641	198267779	SF3B1	182	-0.019725329
chr2	198268281	198268528	SF3B1	430	-0.89150422
chr2	198269766	198269899	SF3B1	180	0.63182987
chr2	198269971	198270214	SF3B1	566	-0.16470112
chr2	198272686	198272864	SF3B1	410	-0.66829729
chr2	198273061	198273313	SF3B1	2050	-0.064997224
chr2	198274471	198274743	SF3B1	3548	0.50143374
chr2	198281451	198281664	SF3B1	2475	0.86155489
chr2	198283211	198283342	SF3B1	252	-0.94675944
chr2	198283356	198283714	SF3B1	809	1.0769131
chr2	198285126	198285300	SF3B1	776	-0.026482941
chr2	198285731	198285872	SF3B1	266	-1.1731259
chr2	198288501	198288718	SF3B1	1043	0.41700744
chr2	198299646	198299794	SF3B1	1069	-0.2375803
chr2	202122923	202123144	CASP8	1425	-0.54970992
chr2	202125193	202125367	CASP8	1736	0.29347528
chr2	202131153	202131539	CASP8	2430	-0.2301675
chr2	202134198	202134349	CASP8	772	-0.611864
chr2	202136213	202136386	CASP8	847	0.29009492
chr2	202137333	202137518	CASP8	1178	0.37956934
chr2	202137558	202137702	CASP8	892	1.9332099
chr2	202139573	202139704	CASP8	814	-0.056635378
chr2	202141518	202141728	CASP8	1302	0.38518815
chr2	202141748	202141841	CASP8	214	0.51970087
chr2	202142698	202142866	CASP8	796	1.4624214
chr2	202146513	202146657	CASP8	1212	1.5809635
chr2	202149503	202150072	CASP8	7237	0.26917286
chr2	202151148	202151331	CASP8	887	0.66768867
chr2	202430349	202430422	ALS2CR11	302	2.7165561
chr2	202430444	202430515	ALS2CR11	531	-0.0023772473
chr2	207014584	207014662	NDUFS1	87	-2.41307
chr2	209101765	209101907	IDH1	119	-1.6692837
chr2	209103770	209103972	IDH1	826	-0.30035631
chr2	209104560	209104750	IDH1	1722	0.07134042
chr2	209106685	209106897	IDH1	1688	-0.17451573
chr2	209108125	209108365	IDH1	773	0.019706927
chr2	209110020	209110158	IDH1	418	-0.68195378
chr2	209113070	209113414	IDH1	3105	0.71615874
chr2	209116120	209116298	IDH1	691	0.38787885
chr2	212248304	212248793	ERBB4	5634	0.048269059
chr2	212251544	212251910	ERBB4	3304	-0.22063062
chr2	212252609	212252760	ERBB4	464	-0.24631992
chr2	212285144	212285364	ERBB4	403	-1.4109985
chr2	212286709	212286845	ERBB4	398	-0.56364978
chr2	212288844	212289051	ERBB4	601	-0.16364008
chr2	212293094	212293234	ERBB4	103	-1.2444355
chr2	212295644	212295847	ERBB4	1137	0.33623382
chr2	212426604	212426850	ERBB4	1118	-0.77691541
chr2	212483874	212484009	ERBB4	277	-1.5614132
chr2	212488614	212488802	ERBB4	992	0.3174566
chr2	212495164	212495338	ERBB4	502	-0.77712214
chr2	212522439	212522580	ERBB4	983	0.1684118
chr2	212522624	212522737	ERBB4	666	-0.32779148
chr2	212530022	212530223	ERBB4	1595	0.14201565
chr2	212537852	212538002	ERBB4	788	-0.55325104
chr2	212543747	212543931	ERBB4	1100	-0.50161071
chr2	212566682	212566926	ERBB4	1292	-0.11596604
chr2	212568792	212568941	ERBB4	225	-1.4825239
chr2	212570007	212570143	ERBB4	440	-0.41681791
chr2	212576752	212576940	ERBB4	212	-1.4391951
chr2	212578232	212578382	ERBB4	421	-0.088745766
chr2	212587092	212587304	ERBB4	714	0.22657781
chr2	212589777	212589959	ERBB4	1601	0.053438612
chr2	212615312	212615465	ERBB4	867	-0.34430778
chr2	212652727	212652895	ERBB4	225	-0.50215268
chr2	212812132	212812374	ERBB4	601	-0.30271013
chr2	212989452	212989666	ERBB4	1755	-0.023763968
chr2	213403132	213403286	ERBB4	1864	0.55322123
chr2	215593374	215593753	BARD1	2840	-0.099666196
chr2	215595109	215595240	BARD1	455	0.22168533
chr2	215609764	215609880	BARD1	97	-1.4314653
chr2	215610424	215610605	BARD1	477	-0.50208515
chr2	215617149	215617319	BARD1	344	-0.4638992
chr2	215632184	215632392	BARD1	1189	0.17878758
chr2	215633924	215634058	BARD1	147	-1.1076905
chr2	215645259	215645950	BARD1	4311	0.28961306
chr2	215645969	215646241	BARD1	1581	1.1015022
chr2	215656999	215657174	BARD1	456	-0.79199776
chr2	215661739	215661875	BARD1	105	-0.4074841
chr2	215674114	215674318	BARD1	1336	-0.20795162
chr2	216212259	216212414	rs4673993	512	-0.088131311
chr2	219103240	219103313	ARPC2	65	-0.24434582
chr2	225338940	225339104	CUL3	559	0.80494979
chr2	225342895	225343098	CUL3	917	0.2505534
chr2	225346585	225346828	CUL3	421	-0.34200692
chr2	225360525	225360695	CUL3	494	0.73883225
chr2	225362445	225362591	CUL3	531	0.23481063
chr2	225365045	225365224	CUL3	1013	-0.022087958
chr2	225367655	225367800	CUL3	310	-1.0405962
chr2	225368335	225368547	CUL3	230	0.24973771
chr2	225370650	225370855	CUL3	397	-0.75076009
chr2	225371545	225371754	CUL3	443	-0.41994888
chr2	225376045	225376319	CUL3	553	0.80749641
chr2	225378215	225378385	CUL3	196	0.09081779
chr2	225379295	225379508	CUL3	415	-0.33030875
chr2	225400220	225400397	CUL3	550	1.4490269
chr2	225422350	225422599	CUL3	254	-0.8855095
chr2	225434370	225434548	CUL3	49	-1.1393631
chr2	225449620	225449754	CUL3	1740	0.82991147
chr2	231678622	231678696	CAB39	332	-0.47585881
chr2	234668795	234668870	rs873478	540	0.73210274
chr2	234668885	234668961	rs873478	561	-0.27786279
chr2	234669070	234669208	rs4148323	985	-0.24897897
chr2	241080057	241080193	rs2291767	954	-0.33976287
chr2	242793177	242793462	PDCD1	1544	-0.79582428
chr2	242794037	242794192	PDCD1	756	-0.76137599
chr2	242794317	242794537	PDCD1	1119	-0.66748292
chr2	242794742	242795158	PDCD1	3930	-0.1772754
chr2	242800877	242801024	PDCD1	1052	-0.045337156
chr3	10076024	10076091	FANCD2	105	1.4164206
chr3	10183499	10183890	VHL	2523	-0.57713553
chr3	10188174	10188343	VHL	1496	0.62826351
chr3	10191444	10192077	VHL	3951	-0.21087966
chr3	12393057	12393203	PPARG	661	-0.36196649
chr3	12421172	12421451	PPARG	1864	0.36138521
chr3	12422787	12423003	PPARG	751	-0.50655007
chr3	12434087	12434269	PPARG	778	0.49813697
chr3	12447347	12447608	PPARG	1826	-0.35316024
chr3	12458167	12458673	PPARG	3761	-0.15646106
chr3	12475367	12475685	PPARG	1914	-0.76523665
chr3	12625987	12626199	RAF1	1983	-0.014166031
chr3	12626312	12626494	RAF1	1877	0.48952146
chr3	12626597	12626938	RAF1	3746	0.37035325
chr3	12627157	12627327	RAF1	1235	0.12925403
chr3	12629032	12629176	RAF1	527	1.4620494
chr3	12632272	12632478	RAF1	2321	0.31357865
chr3	12633172	12633310	RAF1	1241	0.050376675
chr3	12641162	12641347	RAF1	941	-0.31874439
chr3	12641617	12641800	RAF1	1967	0.29118826
chr3	12641827	12641967	RAF1	1086	1.3653824
chr3	12645607	12645829	RAF1	1199	-0.79937505
chr3	12647677	12647815	RAF1	424	-0.49559278
chr3	12650232	12650447	RAF1	709	-0.66251202
chr3	12650707	12650846	RAF1	308	-0.55200186
chr3	12653417	12653598	RAF1	946	-0.52630604
chr3	12659992	12660238	RAF1	1350	-0.34089614
chr3	14187378	14187519	rs2228001	1416	0.2235116
chr3	25679733	25679808	TOP2B	30	-1.7086033
chr3	30648347	30648487	TGFBR2	768	-0.49125134
chr3	30664647	30664796	TGFBR2	185	-0.95969578
chr3	30686217	30686435	TGFBR2	1136	0.042948954
chr3	30691737	30691979	TGFBR2	1223	0.037156536
chr3	30713107	30713949	TGFBR2	8113	-0.41736648
chr3	30715572	30715783	TGFBR2	1672	-0.07568241
chr3	30729847	30730026	TGFBR2	1349	-0.17568402
chr3	30732887	30733125	TGFBR2	2083	-0.083967996
chr3	32997042	32997106	CCR4	146	1.953158
chr3	37035017	37035194	MLH1	2203	0.43399374
chr3	37035232	37035403	MLH1	2303	0.63311701
chr3	37038082	37038215	MLH1	528	0.46361947
chr3	37038612	37038821	MLH1	1125	1.0827454
chr3	37042422	37042632	MLH1	112	-1.607466
chr3	37045847	37045997	MLH1	724	0.76388672
chr3	37048437	37048592	MLH1	266	-0.84431443
chr3	37050277	37050416	MLH1	549	0.73160826
chr3	37053302	37053393	MLH1	310	1.2264218
chr3	37053467	37053670	MLH1	817	1.0089853
chr3	37055837	37056118	MLH1	747	0.68106921
chr3	37058972	37059107	MLH1	1120	1.1543331
chr3	37061767	37061988	MLH1	1806	-0.16231184
chr3	37067117	37067528	MLH1	2573	-0.78854279
chr3	37070247	37070459	MLH1	1670	-0.0046401575
chr3	37081662	37081810	MLH1	1072	0.010400876
chr3	37083707	37083849	MLH1	298	0.88363638
chr3	37088982	37089203	MLH1	1879	0.24866559
chr3	37089977	37090122	MLH1	1273	0.17514097
chr3	37090367	37090549	MLH1	1131	-0.2411204
chr3	37091952	37092171	MLH1	1361	0.33545135
chr3	38180129	38180545	MYD88	4881	0.28389792
chr3	38181319	38181509	MYD88	1313	-0.32233126
chr3	38181854	38182099	MYD88	3754	0.76247999
chr3	38182219	38182371	MYD88	1623	0.35402797
chr3	38182589	38182802	MYD88	2443	0.29295419
chr3	41265491	41265635	CTNNB1	839	1.4405418
chr3	41265991	41266264	CTNNB1	1570	-0.29774774
chr3	41266421	41266733	CTNNB1	2131	-0.017661564
chr3	41266791	41267089	CTNNB1	2778	0.36157927
chr3	41267121	41267364	CTNNB1	2253	1.470993
chr3	41268691	41268869	CTNNB1	461	-0.85324787
chr3	41274796	41274941	CTNNB1	973	0.91270987
chr3	41274986	41275372	CTNNB1	3770	0.034193964
chr3	41275606	41275823	CTNNB1	2086	0.14829529
chr3	41277181	41277358	CTNNB1	1292	0.21935765
chr3	41277811	41278015	CTNNB1	1841	0.50058525
chr3	41278056	41278238	CTNNB1	1198	0.043773113
chr3	41279466	41279612	CTNNB1	694	0.01921651
chr3	41280596	41280852	CTNNB1	2022	-0.25035443
chr3	41960011	41960087	ULK4	55	-0.78685952
chr3	47058551	47058771	SETD2	2664	0.58029347
chr3	47059106	47059243	SETD2	1343	0.24319077
chr3	47061206	47061349	SETD2	1486	1.1982035
chr3	47079121	47079307	SETD2	1222	-0.29621841
chr3	47084026	47084197	SETD2	892	-0.51779288
chr3	47087946	47088123	SETD2	1055	-0.36047856
chr3	47098286	47099008	SETD2	6594	-0.33766575
chr3	47103631	47103866	SETD2	3482	0.94839754
chr3	47108501	47108647	SETD2	169	-0.57306971
chr3	47122266	47122616	SETD2	3642	0.40406839
chr3	47125186	47125876	SETD2	6532	0.31255299
chr3	47127651	47127839	SETD2	1201	-0.3601253
chr3	47129581	47129753	SETD2	536	-0.63267909
chr3	47139421	47139594	SETD2	1394	0.3195334
chr3	47142921	47143061	SETD2	539	-0.19426017
chr3	47144796	47144939	SETD2	276	-0.2022137
chr3	47147461	47147627	SETD2	817	0.49019595
chr3	47155336	47155507	SETD2	827	0.12289129
chr3	47158081	47158262	SETD2	151	-1.1082714
chr3	47161646	47166061	SETD2	25384	1.6983699
chr3	47168061	47168173	SETD2	31	-1.6123243
chr3	47205306	47205445	SETD2	472	-1.0917941
chr3	52436282	52436469	BAP1	1537	-0.053626436
chr3	52436582	52436729	BAP1	1610	0.37829468
chr3	52436772	52436995	BAP1	2483	0.23499565
chr3	52437122	52437346	BAP1	2604	0.30904645
chr3	52437397	52437934	BAP1	4934	-0.42584182
chr3	52438442	52438624	BAP1	1423	-0.17294385
chr3	52439092	52439356	BAP1	1494	-0.74639836
chr3	52439752	52439967	BAP1	2083	0.075808618
chr3	52440247	52440425	BAP1	1997	0.30765465
chr3	52440812	52440953	BAP1	1291	0.11812936
chr3	52441167	52441369	BAP1	2121	0.29362058
chr3	52441372	52441514	BAP1	1826	0.56327855
chr3	52441947	52442130	BAP1	999	-0.67602186
chr3	52442462	52442634	BAP1	911	-0.61163625
chr3	52443522	52443657	BAP1	2640	1.1609611
chr3	52443667	52443939	BAP1	4056	0.95307851
chr3	52582057	52582262	PBRM1	1987	0.23831363
chr3	52584402	52584693	PBRM1	2225	-0.41951642
chr3	52584717	52584874	PBRM1	1349	0.1171787
chr3	52588712	52588939	PBRM1	1131	-0.89597777
chr3	52592237	52592465	PBRM1	1614	-0.39072856
chr3	52595747	52595994	PBRM1	3171	0.589419
chr3	52597267	52597516	PBRM1	2078	0.092182216
chr3	52598042	52598281	PBRM1	660	-0.20552737
chr3	52610527	52610739	PBRM1	1015	1.0140928
chr3	52613037	52613248	PBRM1	2689	0.60993241
chr3	52620417	52620719	PBRM1	1860	-0.19945716
chr3	52621347	52621543	PBRM1	705	0.77095445
chr3	52623062	52623282	PBRM1	2130	0.59297937
chr3	52637509	52637789	PBRM1	457	0.48282982
chr3	52643304	52643996	PBRM1	4127	0.26562544
chr3	52649334	52649480	PBRM1	671	-0.029406386
chr3	52651249	52651564	PBRM1	1801	0.096859735
chr3	52658854	52659000	PBRM1	378	-0.23672747
chr3	52661264	52661407	PBRM1	663	-0.50021962
chr3	52662884	52663088	PBRM1	505	1.0661257
chr3	52668594	52668867	PBRM1	789	0.18190753
chr3	52675939	52676075	PBRM1	228	-0.77181078
chr3	52677234	52677389	PBRM1	925	0.0026977792
chr3	52678689	52678787	PBRM1	807	2.732587
chr3	52682349	52682487	PBRM1	205	0.28905102
chr3	52685714	52685859	PBRM1	159	-1.0994117
chr3	52692189	52692359	PBRM1	662	-0.010089508
chr3	52696119	52696305	PBRM1	1574	0.58614919
chr3	52702489	52702670	PBRM1	163	-0.073496631
chr3	52712489	52712629	PBRM1	881	-0.019476088
chr3	52713554	52713773	PBRM1	1524	-0.15859581
chr3	52715664	52715800	PBRM1	478	-1.1176421
chr3	69788717	69788867	MITF	1136	-0.11146683
chr3	69812682	69812851	MITF	1515	0.29743374
chr3	69812932	69813112	MITF	901	0.1987529
chr3	69915342	69915533	MITF	1164	-0.13303663
chr3	69928252	69928571	MITF	2294	-0.53601973
chr3	69985722	69985937	MITF	682	-0.38663934
chr3	69986947	69987222	MITF	3051	0.28554263
chr3	69987477	69988372	MITF	6052	0.55813675
chr3	69990362	69990497	MITF	134	-1.4420573
chr3	69998177	69998354	MITF	1148	-0.32675669
chr3	70000922	70001061	MITF	253	-1.3090904
chr3	70005562	70005708	MITF	333	-0.35218763
chr3	70008402	70008607	MITF	1810	0.35812261
chr3	70013972	70014439	MITF	4444	-0.23498545
chr3	71008363	71008579	FOXP1	2365	0.27250229
chr3	71015013	71015226	FOXP1	2440	0.32423307
chr3	71019838	71019979	FOXP1	1241	0.27652988
chr3	71021138	71021356	FOXP1	1772	-0.069146398
chr3	71021683	71021859	FOXP1	1981	1.3535911
chr3	71026063	71026208	FOXP1	770	-0.32261038
