Chr	start	end	gene	depth	R-181105-501025-BLD-485154_BC_E18110806-2-DNA_F1811082897-14_L181108-00003-A3_20181110-C8_panel12_P181110411-2_sample20181110-nextseq-TPNB500304-log2_ND
chr2	29541148	29541288	ALK	889	-0.39900322
chr2	29541938	29542095	ALK_fus	1026	-0.31393956
chr2	29543593	29543802	ALK	2301	0.24393833
chr2	29551188	29551379	ALK	1465	-0.10162996
chr2	29606563	29606747	ALK	1652	0.031572524
chr2	29754748	29755008	ALK	2150	-0.15823354
chr2	29917693	29917960	ALK	2119	-0.1572342
chr2	29940408	29940600	ALK	1039	0.59102502
chr2	30142823	30143564	ALK	5473	-0.34927158
chr2	31247437	31247590	rs9679162	2057	1.0288485
chr2	31249352	31249490	rs12613732	1276	0.17524106
chr2	39536604	39536674	MONO-27	59	-1.3977161
chr2	42522529	42523298	EML4_fus	2759	0.21544811
chr2	42523299	42523617	EML4_fus	2559	0.31605577
chr2	42523639	42524361	EML4_fus	3147	1.0441474
chr2	42524369	42525025	EML4_fus	3765	0.575382
chr2	42525029	42525829	EML4_fus	1761	0.82129313
chr2	42525844	42526575	EML4_fus	2908	0.48354537
chr2	42526644	42526754	EML4_fus	403	-0.43846045
chr2	42527109	42527190	EML4_fus	523	0.18285577
chr2	42527194	42528136	EML4_fus	4578	0.087838379
chr2	42528144	42528491	EML4_fus	320	0.38146369
chr2	42543089	42544023	EML4_fus	3182	0.73339028
chr2	42544044	42544602	EML4_fus	2975	0.073912462
chr2	42552569	42552704	EML4_fus	262	-0.25298828
chr2	42552774	42553087	EML4_fus	491	-1.1687315
chr2	42553089	42553151	EML4_fus	161	2.2212924
chr2	42553154	42553428	EML4_fus	467	0.14132318
chr2	43937647	43937719	PLEKHH2	54	-2.3100144
chr2	43937737	43937811	PLEKHH2	58	0.46271388
chr2	46808260	46809066	PIGF	2955	0.391609
chr2	46809070	46809422	PIGF	1591	0.22760417
chr2	46809430	46810286	PIGF	3422	0.67170652
chr2	46810295	46812901	PIGF	5945	1.2351972
chr2	46813200	46814570	PIGF	3790	0.48963053
chr2	46814595	46815044	PIGF	1182	1.846533
chr2	46815045	46816643	PIGF	3900	0.68688968
chr2	46816650	46816962	PIGF	806	0.80183841
chr2	46817020	46818258	PIGF	1192	0.017086051
chr2	46818265	46818904	PIGF	486	-0.017683132
chr2	46818910	46819225	PIGF	1380	0.93382232
chr2	46819310	46820222	PIGF	3343	0.73329549
chr2	46820560	46821677	PIGF	6021	0.092215545
chr2	46822190	46822298	PIGF	247	1.9866713
chr2	46822355	46822427	PIGF	328	-0.41604251
chr2	46822580	46822656	PIGF	214	0.75969967
chr2	46822680	46822851	PIGF	715	0.98173123
chr2	46822855	46823068	PIGF	1026	1.7834894
chr2	46823360	46823588	PIGF	648	0.88173531
chr2	46823595	46823805	PIGF	495	1.9853999
chr2	46823815	46824368	PIGF	4513	0.69825151
chr2	46824370	46824544	PIGF	1304	2.4092951
chr2	46824840	46825424	PIGF	1748	0.82707884
chr2	46825425	46825607	PIGF	426	0.41241799
chr2	46825700	46825997	PIGF	1757	0.2412645
chr2	46826005	46826184	PIGF	1657	0.9745599
chr2	46826190	46826884	PIGF	4050	0.84695654
chr2	46826885	46827196	PIGF	3564	1.2190345
chr2	46827210	46828052	PIGF	1738	0.0067444465
chr2	46828060	46828189	PIGF	67	0.14921451
chr2	46828210	46829182	PIGF	1472	0.44507218
chr2	46829185	46829315	PIGF	53	-0.28370027
chr2	46829335	46829998	PIGF	131	-1.9333406
chr2	46830680	46830785	PIGF	136	-2.1555549
chr2	46830890	46830958	PIGF	64	-1.6305159
chr2	46831070	46831162	PIGF	54	-0.68154591
chr2	46831845	46831918	PIGF	102	-2.3526407
chr2	46832150	46832639	PIGF	291	-0.31321431
chr2	46832650	46833859	PIGF	3498	0.3513683
chr2	46833865	46834032	PIGF	696	1.2059245
chr2	46834120	46834266	PIGF	454	2.1447361
chr2	46834285	46834708	PIGF	1764	0.82008784
chr2	46835125	46835266	PIGF	1184	0.48990651
chr2	46835270	46835341	PIGF	616	1.7209019
chr2	46835370	46835446	PIGF	385	0.58903095
chr2	46835525	46835669	PIGF	726	-0.13900303
chr2	46835785	46835863	PIGF	137	-0.89315665
chr2	46836055	46836198	PIGF	456	-1.1769697
chr2	46836320	46836397	PIGF	406	-0.21430316
chr2	46836425	46836604	PIGF	872	0.15541999
chr2	46836620	46836720	PIGF	545	1.3227335
chr2	46836755	46836849	PIGF	533	0.26835104
chr2	46836865	46836979	PIGF	620	0.57195182
chr2	46837015	46837092	PIGF	420	1.0013242
chr2	46837110	46837668	PIGF	1433	0.76023157
chr2	46837950	46838342	PIGF	4343	0.89828756
chr2	46838630	46839078	PIGF	1158	0.46128227
chr2	46839110	46839493	PIGF	1290	0.030036182
chr2	46839530	46839744	PIGF	290	1.0905421
chr2	46839765	46840175	PIGF	998	-0.8235994
chr2	46840240	46841732	PIGF	1479	0.005966611
chr2	46841745	46843142	PIGF	3257	0.28549632
chr2	46843185	46844371	PIGF	8485	-0.79928123
chr2	47389230	47389301	CALM2	12	-1.426128
chr2	47630298	47630546	MSH2	1020	-1.003583
chr2	47635533	47635708	MSH2	181	-0.21817108
chr2	47637223	47637533	MSH2	2517	-0.025002036
chr2	47639518	47639741	MSH2	135	-0.95452237
chr2	47641383	47641558	BAT-26	267	-0.34269821
chr2	47641583	47641650	BAT-26	30	-0.043547716
chr2	47643413	47643582	MSH2	508	-0.38886883
chr2	47656853	47657096	MSH2	849	1.1088159
chr2	47672663	47672832	MSH2	193	0.34697224
chr2	47690148	47690320	MSH2	167	-1.5238935
chr2	47693773	47693973	MSH2	278	0.039415837
chr2	47698078	47699696	MSH2	4442	0.98645397
chr2	47699983	47700122	MSH2	339	1.2716471
chr2	47700433	47700569	MSH2	454	2.6367239
chr2	47700888	47701604	MSH2	2537	1.4030308
chr2	47701893	47702020	MSH2	822	0.49554503
chr2	47702043	47702137	MSH2	662	3.2045674
chr2	47702143	47702415	MSH2	1205	0.63394025
chr2	47703473	47703726	MSH2	1849	-0.034939717
chr2	47705388	47705695	MSH2	1205	0.25445629
chr2	47707808	47708024	MSH2	767	-0.63050147
chr2	47709893	47710391	MSH2	614	0.54951469
chr2	47739418	47739602	MSH2	1592	0.0078436254
chr2	48010338	48010657	MSH6	1520	-0.67826093
chr2	48011058	48011333	MSH6	1391	-0.45512778
chr2	48011353	48011428	MSH6	552	-0.011079813
chr2	48018043	48018291	MSH6	2104	-0.026811423
chr2	48022998	48023228	MSH6	946	-0.58188734
chr2	48025728	48028325	MSH6	22183	0.76762585
chr2	48030523	48030841	MSH6	3395	0.44542953
chr2	48032018	48032194	MSH6	1231	-0.057564689
chr2	48032743	48032886	MSH6	156	0.01377696
chr2	48033313	48033532	MSH6	1113	1.4436648
chr2	48033558	48033816	MSH6	979	0.34019876
chr2	48033913	48034017	MSH6	158	-1.1693877
chr2	61009709	61009780	PAPOLG	186	0.35251641
chr2	61009804	61009874	PAPOLG	77	0.87695438
chr2	61128204	61128275	REL	83	1.336593
chr2	61705929	61706134	XPO1	955	0.49450456
chr2	61708294	61708433	XPO1	150	-0.40749792
chr2	61709484	61709695	XPO1	610	1.4275417
chr2	61710069	61710241	XPO1	344	0.86039091
chr2	61711049	61711253	XPO1	521	0.68731751
chr2	61712879	61713116	XPO1	772	0.078029572
chr2	61715274	61715440	XPO1	361	0.2283991
chr2	61715689	61715940	XPO1	1152	0.8577921
chr2	61717754	61717923	XPO1	836	1.3929731
chr2	61719144	61719348	XPO1	733	0.21895579
chr2	61719434	61719642	XPO1	351	1.3434186
chr2	61719679	61719920	XPO1	357	-0.18668799
chr2	61720024	61720197	XPO1	177	-0.35620571
chr2	61721004	61721251	XPO1	628	-0.7760992
chr2	61722554	61722775	XPO1	288	-0.38248303
chr2	61723984	61724159	XPO1	301	-0.66574312
chr2	61725774	61725957	XPO1	337	0.3174311
chr2	61725979	61726055	XPO1	101	1.425112
chr2	61726824	61727070	XPO1	530	0.52938097
chr2	61729074	61729215	XPO1	72	-0.036917151
chr2	61729339	61729470	XPO1	319	1.2532112
chr2	61749709	61749847	XPO1	328	1.1801339
chr2	61752359	61752500	XPO1	652	-0.22308025
chr2	61752604	61753298	XPO1	1486	0.70518144
chr2	61753314	61753480	XPO1	236	1.487061
chr2	61753529	61753668	XPO1	170	-0.22692567
chr2	61760884	61761042	XPO1	275	-1.3082232
chr2	66662803	66662872	MEIS1	308	-0.73961577
chr2	66662888	66662952	MEIS1	300	2.2223924
chr2	68400633	68400701	PNO1	149	-1.4071887
chr2	75882082	75882157	MRPL19	62	0.8084911
chr2	75882172	75882240	MRPL19	71	-2.0377586
chr2	84676812	84676890	SUCLG1	61	-2.6737377
chr2	84676902	84676967	SUCLG1	56	0.87324286
chr2	95849299	95849366	NR-24	497	0.1122863
chr2	122520632	122520707	TSN	294	-0.093080162
chr2	136872415	136873539	CXCR4	10618	-0.37875018
chr2	136873545	136873816	CXCR4	1926	0.83671979
chr2	136875550	136875691	CXCR4	1127	-0.068242807
chr2	153576182	153576254	ARL6IP6	62	-0.25664895
chr2	170010910	170011052	rs2075252	410	0.26287517
chr2	178095482	178096583	NFE2L2	10508	0.33874954
chr2	178096597	178096770	NFE2L2	992	1.4367787
chr2	178097127	178097329	NFE2L2	1140	-0.40050577
chr2	178097947	178098088	NFE2L2	942	0.4874465
chr2	178098702	178099018	NFE2L2	3103	0.78187039
chr2	178128097	178128637	NFE2L2	3129	-0.91302935
chr2	178129197	178129353	NFE2L2	995	0.04723679
chr2	181925517	181925589	UBE2E3	32	-2.4773246
chr2	191552039	191552115	NAB1	193	0.58113081
chr2	198257046	198257211	SF3B1	687	0.305753
chr2	198257686	198257936	SF3B1	1263	-0.40214093
chr2	198260756	198261070	SF3B1	853	-0.1585724
chr2	198262686	198262859	SF3B1	470	-0.34416438
chr2	198263161	198263336	SF3B1	583	0.42163837
chr2	198263656	198263794	SF3B1	599	-0.58035489
chr2	198264756	198264921	SF3B1	754	1.2164358
chr2	198264951	198265161	SF3B1	1419	0.33515475
chr2	198265411	198265685	SF3B1	766	0.46478555
chr2	198266101	198266264	SF3B1	400	-0.12956126
chr2	198266441	198266613	SF3B1	189	-1.0108682
chr2	198266686	198266889	SF3B1	1192	-0.28301562
chr2	198267256	198267583	SF3B1	1575	-0.23644951
chr2	198267641	198267779	SF3B1	250	0.27835236
chr2	198268281	198268528	SF3B1	514	-0.91975841
chr2	198269766	198269899	SF3B1	185	0.55449149
chr2	198269971	198270214	SF3B1	677	-0.12729621
chr2	198272686	198272864	SF3B1	472	-0.6926428
chr2	198273061	198273313	SF3B1	2459	0.072140195
chr2	198274471	198274743	SF3B1	3416	0.45406904
chr2	198281451	198281664	SF3B1	2419	0.66793743
chr2	198283211	198283342	SF3B1	365	-0.53403725
chr2	198283356	198283714	SF3B1	929	1.1346608
chr2	198285126	198285300	SF3B1	964	0.11494424
chr2	198285731	198285872	SF3B1	328	-1.0345847
chr2	198288501	198288718	SF3B1	1150	0.31989427
chr2	198299646	198299794	SF3B1	989	-0.25572337
chr2	202122923	202123144	CASP8	1562	-0.39064462
chr2	202125193	202125367	CASP8	1722	0.1922013
chr2	202131153	202131539	CASP8	2658	-0.22513638
chr2	202134198	202134349	CASP8	761	-0.6355912
chr2	202136213	202136386	CASP8	891	0.18878076
chr2	202137333	202137518	CASP8	1292	0.33548451
chr2	202137558	202137702	CASP8	953	1.8742424
chr2	202139573	202139704	CASP8	841	-0.10525595
chr2	202141518	202141728	CASP8	1493	0.38559513
chr2	202141748	202141841	CASP8	183	0.24709574
chr2	202142698	202142866	CASP8	821	1.2895919
chr2	202146513	202146657	CASP8	1351	1.563777
chr2	202149503	202150072	CASP8	8051	0.33720682
chr2	202151148	202151331	CASP8	1021	0.62774277
chr2	202430349	202430422	ALS2CR11	158	2.0639394
chr2	202430444	202430515	ALS2CR11	429	-0.15977934
chr2	207014584	207014662	NDUFS1	73	-2.6206696
chr2	209101765	209101907	IDH1	146	-1.5754656
chr2	209103770	209103972	IDH1	967	-0.33919519
chr2	209104560	209104750	IDH1	1757	0.092009536
chr2	209106685	209106897	IDH1	1905	-0.016487861
chr2	209108125	209108365	IDH1	1079	0.25285853
chr2	209110020	209110158	IDH1	511	-0.52739721
chr2	209113070	209113414	IDH1	3513	0.68302565
chr2	209116120	209116298	IDH1	729	0.24309735
chr2	212248304	212248793	ERBB4	5889	0.11036962
chr2	212251544	212251910	ERBB4	3562	-0.1004348
chr2	212252609	212252760	ERBB4	635	0.050861083
chr2	212285144	212285364	ERBB4	557	-1.1401499
chr2	212286709	212286845	ERBB4	559	-0.21694863
chr2	212288844	212289051	ERBB4	724	-0.15615533
chr2	212293094	212293234	ERBB4	101	-1.4582502
chr2	212295644	212295847	ERBB4	1402	0.40733754
chr2	212426604	212426850	ERBB4	1219	-0.79678821
chr2	212483874	212484009	ERBB4	327	-1.4893533
chr2	212488614	212488802	ERBB4	1172	0.39612364
chr2	212495164	212495338	ERBB4	637	-0.61984773
chr2	212522439	212522580	ERBB4	1213	0.29914411
chr2	212522624	212522737	ERBB4	833	-0.045786068
chr2	212530022	212530223	ERBB4	1726	0.1121444
chr2	212537852	212538002	ERBB4	887	-0.37463371
chr2	212543747	212543931	ERBB4	1071	-0.55537468
chr2	212566682	212566926	ERBB4	1627	0.028756485
chr2	212568792	212568941	ERBB4	285	-1.3156011
chr2	212570007	212570143	ERBB4	507	-0.35228933
chr2	212576752	212576940	ERBB4	295	-1.1864041
chr2	212578232	212578382	ERBB4	427	-0.29065619
chr2	212587092	212587304	ERBB4	786	0.18130635
chr2	212589777	212589959	ERBB4	1694	0.1180063
chr2	212615312	212615465	ERBB4	1045	-0.14146265
chr2	212652727	212652895	ERBB4	265	-0.50409558
chr2	212812132	212812374	ERBB4	790	-0.19164197
chr2	212989452	212989666	ERBB4	1933	0.01227697
chr2	213403132	213403286	ERBB4	1593	0.49087418
chr2	215593374	215593753	BARD1	3164	-0.097023819
chr2	215595109	215595240	BARD1	567	0.36511484
chr2	215609764	215609880	BARD1	132	-1.1559514
chr2	215610424	215610605	BARD1	584	-0.43131878
chr2	215617149	215617319	BARD1	410	-0.47041299
chr2	215632184	215632392	BARD1	1316	0.10448711
chr2	215633924	215634058	BARD1	197	-0.85704374
chr2	215645259	215645950	BARD1	5421	0.39263088
chr2	215645969	215646241	BARD1	2006	1.2344352
chr2	215656999	215657174	BARD1	415	-1.0835762
chr2	215661739	215661875	BARD1	161	0.028293185
chr2	215674114	215674318	BARD1	1222	-0.1494081
chr2	216212259	216212414	rs4673993	577	-0.12534493
chr2	219103240	219103313	ARPC2	34	-1.0671313
chr2	225338940	225339104	CUL3	646	0.79813163
chr2	225342895	225343098	CUL3	1043	0.21830849
chr2	225346585	225346828	CUL3	541	-0.24190853
chr2	225360525	225360695	CUL3	526	0.56211874
chr2	225362445	225362591	CUL3	645	0.33165393
chr2	225365045	225365224	CUL3	1003	-0.18415379
chr2	225367655	225367800	CUL3	457	-0.59498736
chr2	225368335	225368547	CUL3	236	0.10930351
chr2	225370650	225370855	CUL3	470	-0.79006944
chr2	225371545	225371754	CUL3	653	-0.1071933
chr2	225376045	225376319	CUL3	605	0.70748085
chr2	225378215	225378385	CUL3	254	0.2568938
chr2	225379295	225379508	CUL3	496	-0.28422445
chr2	225400220	225400397	CUL3	492	1.1324329
chr2	225422350	225422599	CUL3	314	-0.83563449
chr2	225434370	225434548	CUL3	22	-2.3152624
chr2	225449620	225449754	CUL3	1415	0.7432468
chr2	231678622	231678696	CAB39	268	-0.74485205
chr2	234668795	234668870	rs873478	508	0.69593218
chr2	234668885	234668961	rs873478	494	-0.16862527
chr2	234669070	234669208	rs4148323	1156	0.03026744
chr2	241080057	241080193	rs2291767	893	-0.36489198
chr2	242793177	242793462	PDCD1	1249	-0.96726356
chr2	242794037	242794192	PDCD1	642	-0.85155951
chr2	242794317	242794537	PDCD1	813	-0.95805416
chr2	242794742	242795158	PDCD1	3429	-0.22855287
chr2	242800877	242801024	PDCD1	1069	0.19648256
chr3	10076024	10076091	FANCD2	107	1.7385613
chr3	10183499	10183890	VHL	2263	-0.53154804
chr3	10188174	10188343	VHL	1545	0.54692642
chr3	10191444	10192077	VHL	4423	-0.25585842
chr3	12393057	12393203	PPARG	764	-0.23417665
chr3	12421172	12421451	PPARG	2355	0.48343057
chr3	12422787	12423003	PPARG	802	-0.63183252
chr3	12434087	12434269	PPARG	884	0.44917275
chr3	12447347	12447608	PPARG	1937	-0.3199373
chr3	12458167	12458673	PPARG	4207	-0.16455735
chr3	12475367	12475685	PPARG	2083	-0.64934823
chr3	12625987	12626199	RAF1	1941	-0.019349782
chr3	12626312	12626494	RAF1	1959	0.43434939
chr3	12626597	12626938	RAF1	3765	0.25809285
chr3	12627157	12627327	RAF1	1280	-0.014487135
chr3	12629032	12629176	RAF1	537	1.3480223
chr3	12632272	12632478	RAF1	2133	0.16128433
chr3	12633172	12633310	RAF1	1328	0.17429265
chr3	12641162	12641347	RAF1	1187	-0.15497476
chr3	12641617	12641800	RAF1	2106	0.36663991
chr3	12641827	12641967	RAF1	1159	1.2276201
chr3	12645607	12645829	RAF1	1385	-0.6298326
chr3	12647677	12647815	RAF1	510	-0.35051035
chr3	12650232	12650447	RAF1	877	-0.53799268
chr3	12650707	12650846	RAF1	410	-0.39051992
chr3	12653417	12653598	RAF1	1010	-0.54193902
chr3	12659992	12660238	RAF1	1450	-0.44189121
chr3	14187378	14187519	rs2228001	1250	0.15080932
chr3	25679733	25679808	TOP2B	43	-1.1841531
chr3	30648347	30648487	TGFBR2	619	-0.6263595
chr3	30664647	30664796	TGFBR2	225	-0.84326404
chr3	30686217	30686435	TGFBR2	1200	-0.083245033
chr3	30691737	30691979	TGFBR2	1493	0.091612215
chr3	30713107	30713949	TGFBR2	7986	-0.39269512
chr3	30715572	30715783	TGFBR2	1991	0.08053865
chr3	30729847	30730026	TGFBR2	1365	-0.18725988
chr3	30732887	30733125	TGFBR2	2094	0.024382073
chr3	32997042	32997106	CCR4	42	0.45820536
chr3	37035017	37035194	MLH1	1913	0.32039012
chr3	37035232	37035403	MLH1	2006	0.50170279
chr3	37038082	37038215	MLH1	562	0.36789741
chr3	37038612	37038821	MLH1	1132	0.8663468
chr3	37042422	37042632	MLH1	177	-1.2226267
chr3	37045847	37045997	MLH1	909	0.89605889
chr3	37048437	37048592	MLH1	271	-1.0636203
chr3	37050277	37050416	MLH1	619	0.73027309
chr3	37053302	37053393	MLH1	371	1.3979158
chr3	37053467	37053670	MLH1	972	0.99271897
chr3	37055837	37056118	MLH1	787	0.46983907
chr3	37058972	37059107	MLH1	1317	1.1870494
chr3	37061767	37061988	MLH1	1892	-0.11506923
chr3	37067117	37067528	MLH1	2587	-0.7931602
chr3	37070247	37070459	MLH1	1786	-0.0215903
chr3	37081662	37081810	MLH1	1087	-0.031521263
chr3	37083707	37083849	MLH1	373	1.0424237
chr3	37088982	37089203	MLH1	1785	0.0036870281
chr3	37089977	37090122	MLH1	1435	0.30301584
chr3	37090367	37090549	MLH1	1126	-0.36900435
chr3	37091952	37092171	MLH1	1652	0.4266434
chr3	38180129	38180545	MYD88	4348	0.2727913
chr3	38181319	38181509	MYD88	1221	-0.37255583
chr3	38181854	38182099	MYD88	3401	0.63907821
chr3	38182219	38182371	MYD88	1501	0.33465245
chr3	38182589	38182802	MYD88	2422	0.34188647
chr3	41265491	41265635	CTNNB1	961	1.4525577
chr3	41265991	41266264	CTNNB1	2049	-0.10669965
chr3	41266421	41266733	CTNNB1	2444	0.014983897
chr3	41266791	41267089	CTNNB1	3427	0.4646747
chr3	41267121	41267364	CTNNB1	2458	1.3130042
chr3	41268691	41268869	CTNNB1	600	-0.66248776
chr3	41274796	41274941	CTNNB1	1235	1.0655116
chr3	41274986	41275372	CTNNB1	4146	0.08137673
chr3	41275606	41275823	CTNNB1	2251	0.21155546
chr3	41277181	41277358	CTNNB1	1574	0.35017997
chr3	41277811	41278015	CTNNB1	1992	0.41493087
chr3	41278056	41278238	CTNNB1	1440	0.13488686
chr3	41279466	41279612	CTNNB1	853	0.16836455
chr3	41280596	41280852	CTNNB1	2094	-0.25200355
chr3	41960011	41960087	ULK4	40	-1.2522217
chr3	47058551	47058771	SETD2	2807	0.54667081
chr3	47059106	47059243	SETD2	1353	0.26292016
chr3	47061206	47061349	SETD2	1700	1.2458394
chr3	47079121	47079307	SETD2	1352	-0.19470928
chr3	47084026	47084197	SETD2	1085	-0.37082342
chr3	47087946	47088123	SETD2	1099	-0.40485879
chr3	47098286	47099008	SETD2	6409	-0.44129539
chr3	47103631	47103866	SETD2	3763	0.93356511
chr3	47108501	47108647	SETD2	268	-0.047520665
chr3	47122266	47122616	SETD2	4074	0.4298648
chr3	47125186	47125876	SETD2	7567	0.36247121
chr3	47127651	47127839	SETD2	1307	-0.27506069
chr3	47129581	47129753	SETD2	661	-0.5435833
chr3	47139421	47139594	SETD2	1659	0.38725801
chr3	47142921	47143061	SETD2	541	-0.35802253
chr3	47144796	47144939	SETD2	391	0.11373838
chr3	47147461	47147627	SETD2	816	0.26582739
chr3	47155336	47155507	SETD2	1010	0.1905399
chr3	47158081	47158262	SETD2	202	-0.91246263
chr3	47161646	47166061	SETD2	29298	1.6846818
chr3	47168061	47168173	SETD2	43	-1.2700229
chr3	47205306	47205445	SETD2	489	-0.80149888
chr3	52436282	52436469	BAP1	1356	-0.075258143
chr3	52436582	52436729	BAP1	1613	0.43577281
chr3	52436772	52436995	BAP1	2476	0.26035195
chr3	52437122	52437346	BAP1	2615	0.39029636
chr3	52437397	52437934	BAP1	4959	-0.29671449
chr3	52438442	52438624	BAP1	1540	0.042533387
chr3	52439092	52439356	BAP1	1399	-0.76196533
chr3	52439752	52439967	BAP1	2111	0.13940685
chr3	52440247	52440425	BAP1	1766	0.24227871
chr3	52440812	52440953	BAP1	1160	0.15158452
chr3	52441167	52441369	BAP1	2067	0.3293725
chr3	52441372	52441514	BAP1	1765	0.56254209
chr3	52441947	52442130	BAP1	1101	-0.4917386
chr3	52442462	52442634	BAP1	959	-0.63143587
chr3	52443522	52443657	BAP1	2424	1.1777415
chr3	52443667	52443939	BAP1	3693	0.98126154
chr3	52582057	52582262	PBRM1	1940	0.12747041
chr3	52584402	52584693	PBRM1	2192	-0.45302288
chr3	52584717	52584874	PBRM1	1443	0.19922858
chr3	52588712	52588939	PBRM1	1175	-0.75695509
chr3	52592237	52592465	PBRM1	1750	-0.28170534
chr3	52595747	52595994	PBRM1	3106	0.46244715
chr3	52597267	52597516	PBRM1	2279	0.064996709
chr3	52598042	52598281	PBRM1	773	-0.21349865
chr3	52610527	52610739	PBRM1	1122	0.94565497
chr3	52613037	52613248	PBRM1	2788	0.56350587
chr3	52620417	52620719	PBRM1	1770	-0.47576387
chr3	52621347	52621543	PBRM1	543	0.13311491
chr3	52623062	52623282	PBRM1	2333	0.55878245
chr3	52637509	52637789	PBRM1	622	0.75133349
chr3	52643304	52643996	PBRM1	4730	0.22769445
chr3	52649334	52649480	PBRM1	877	0.20839565
chr3	52651249	52651564	PBRM1	2281	0.25374946
chr3	52658854	52659000	PBRM1	441	-0.20141587
chr3	52661264	52661407	PBRM1	799	-0.36056786
chr3	52662884	52663088	PBRM1	587	1.0631291
chr3	52668594	52668867	PBRM1	978	0.25757544
chr3	52675939	52676075	PBRM1	274	-0.68744958
chr3	52677234	52677389	PBRM1	1048	-2.7259493e-05
chr3	52678689	52678787	PBRM1	802	2.6815821
chr3	52682349	52682487	PBRM1	218	0.25562867
chr3	52685714	52685859	PBRM1	283	-0.41851158
chr3	52692189	52692359	PBRM1	677	-0.1795211
chr3	52696119	52696305	PBRM1	1580	0.44577648
chr3	52702489	52702670	PBRM1	220	0.1739908
chr3	52712489	52712629	PBRM1	957	-0.061201006
chr3	52713554	52713773	PBRM1	1783	-0.051800348
chr3	52715664	52715800	PBRM1	590	-0.89504202
chr3	69788717	69788867	MITF	1077	-0.10797522
chr3	69812682	69812851	MITF	1646	0.30888639
chr3	69812932	69813112	MITF	989	0.16159495
chr3	69915342	69915533	MITF	1304	-0.13612572
chr3	69928252	69928571	MITF	1960	-0.69153905
chr3	69985722	69985937	MITF	853	-0.23918455
chr3	69986947	69987222	MITF	3133	0.29989565
chr3	69987477	69988372	MITF	6554	0.45292856
chr3	69990362	69990497	MITF	232	-0.84158463
chr3	69998177	69998354	MITF	1337	-0.18980978
chr3	70000922	70001061	MITF	381	-0.91241351
chr3	70005562	70005708	MITF	461	-0.058894778
chr3	70008402	70008607	MITF	1865	0.22223814
chr3	70013972	70014439	MITF	4746	-0.1161403
chr3	71008363	71008579	FOXP1	1977	0.0066858563
chr3	71015013	71015226	FOXP1	2668	0.45172628
chr3	71019838	71019979	FOXP1	1341	0.29050584
chr3	71021138	71021356	FOXP1	1800	-0.10636976
